region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region IV-A,Rizal,Angono,402266,"Rizal Marine and Technocomputer College, Inc","No. 11 Yujuico St., Poblacion, Tabing-Ilog, Tanay, Rizal",RIZAL,TANAY,2nd District,TABING ILOG (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,15,2,17
Region IV-A,Rizal,Angono,402283,STI College - Tanay,"Manila East Road, Barangay Tandang Kutyo, Tanay, Rizal",RIZAL,TANAY,2nd District,TANDANG KUTYO (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,26,13,25,29,49,0,0,0,0,16,4,0,0,0,0,2,16,9,11,18,16,0,0,0,0,15,9,0,0,0,0,0,112,156,268
Region IV-A,Rizal,Angono,402288,STI College - Ortigas - Cainta,"STI Academic Center, Ortigas Avenue Extension, Cainta, Rizal",RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,69,115,40,99,158,217,0,0,0,0,236,184,0,0,0,0,47,85,32,46,184,152,0,0,0,0,241,164,0,0,0,0,0,1007,1062,2069
Region IV-A,Rizal,Angono,402353,College of Arts & Sciences of Asia & the Pacific-Rodriguez,"Brgy. San Jose, Rodriguez, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,25,66,74,58,0,0,0,0,0,0,136,118,0,0,0,0,25,55,48,78,0,0,16,13,0,0,77,73,0,0,0,0,0,401,461,862
Region IV-A,Rizal,Angono,405259,Asian Institute of Computer Studies - Taytay,"2nd Flr., Marc Square Bldg., Brgy. San Juan, Taytay, Rizal",RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,6,9,11,12,0,0,0,0,0,0,9,7,0,0,0,0,7,15,15,16,0,0,0,0,0,0,24,6,0,0,0,0,0,72,65,137
Region IV-A,Rizal,Angono,405292,Holy Face of Jesus Lyceum of San Jose Inc.,"285 Mabolo St., cor. Sampaguita St., San Jose, Rodriguez, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,67,112,163,168,62,80,0,0,0,0,130,93,0,0,0,0,31,71,72,74,16,36,0,0,0,0,85,55,0,0,0,0,0,626,689,1315
Region IV-A,Rizal,Angono,405319,"ICCT Colleges Foundation, Inc.-Sumulong Campus","Sumulong Hi-way, Brgy. San Isidro, Cainta, Rizal",RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,15,17,24,16,17,0,0,0,0,29,16,0,0,0,0,11,13,23,23,13,13,0,0,0,0,15,13,0,0,0,0,0,128,134,262
Region IV-A,Rizal,Angono,405338,Philippine Technological Institute of Science Arts and Trade,"FT Catapusan St., Brgy. Plaza Aldea, Tanay Rizal",RIZAL,TANAY,2nd District,PLAZA ALDEA (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,164,147,129,134,0,0,0,0,331,276,0,0,0,0,29,112,165,234,76,83,0,0,0,0,224,184,0,0,0,0,0,1118,1170,2288
Region IV-A,Rizal,Angono,405344,Trent Information First Technical Career Institute,"RLC Bldg., National Rd., Brgy. San Juan, Taytay, Rizal",RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,4,25,0,0,0,0,0,0,0,0,44,45,0,0,0,0,15,19,0,0,0,0,0,0,0,0,30,41,0,0,0,0,0,93,130,223
Region IV-A,Rizal,Angono,407520,Greenfield Montessori School - Tanay,"E. Rodriguez Ave., Brgy. Katipunan Bayani, Tanay, Rizal",RIZAL,TANAY,1st District,KATIPUNAN-BAYAN (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,23,40,171,113,84,65,0,0,0,0,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,243,550
Region IV-A,Rizal,Angono,409744,"(S.J.B.) SAINT JOHN BOSCO, I.A.S., INC.","Alirey Bldg., Along Baytown Road",RIZAL,ANGONO,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,5,9,0,0,2,0,0,0,12,5,0,0,0,0,0,0,9,6,0,0,3,4,0,0,13,14,0,0,0,0,0,44,38,82
Region IV-A,Rizal,Binangonan I,410699,Holy Trinity School of Science and Technology Inc.,National Road San Carlos,RIZAL,BINANGONAN,1st District,TAYUMAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,28,50,37,51,0,0,0,0,0,0,0,0,0,0,0,0,9,23,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,86,143,229
Region IV-A,Rizal,Binangonan II,409653,BINANGONAN CATHOLIC COLLEGE INC.,Janosa-Talim,RIZAL,BINANGONAN,1st District,JANOSA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,4,3,6,2,4,1,1,0,0,0,0,0,0,0,0,0,9,4,8,2,1,1,1,0,0,0,0,0,0,0,0,0,14,34,48
Region IV-A,Rizal,Cainta I (Cainta),342564,Cainta Senior High School,Parola Street,RIZAL,CAINTA,1st District,SAN ROQUE,Public,DepED Managed,School with no Annexes,Purely SHS,84,111,108,151,42,45,0,0,0,0,489,202,0,0,0,0,82,132,152,152,27,47,0,0,0,0,477,242,0,0,0,0,0,1461,1082,2543
Region IV-A,Rizal,Cainta I (Cainta),402247,College of Saint John Paul II Arts and Sciences Inc.,"Mercedez Bldg. Junction, Ortigas Ave Ext., Brgy. Sto. Domingo, Cainta, Rizal",RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,9,17,8,29,17,26,0,0,0,0,25,22,0,0,0,0,6,14,5,12,6,7,0,0,0,0,18,8,0,0,0,0,0,94,135,229
Region IV-A,Rizal,Cardona,305538,Cardona Senior High School,Estacio Blvd.,RIZAL,CARDONA,2nd District,DALIG,Public,DepED Managed,School with no Annexes,Purely SHS,48,72,111,132,33,28,0,0,0,0,156,59,0,0,0,0,56,87,86,128,16,24,0,0,0,0,129,51,0,0,0,0,0,635,581,1216
Region IV-A,Rizal,Morong,306091,Morong National Senior High School,Juan Sumulong St.,RIZAL,MORONG,2nd District,SAN JUAN (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,64,155,51,79,52,84,0,0,0,0,256,101,0,0,0,0,70,182,50,116,55,61,0,0,0,0,230,134,0,0,0,0,0,828,912,1740
Region IV-A,Rizal,Pililla,409290,EMMANUEL JOHN INSTITUTE OF SCIENCE & TECHNOLOGY (RIZAL) INC.,Sitio Bulacan I,RIZAL,PILILLA,2nd District,BAGUMBAYAN (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,16,73,93,0,0,0,0,0,0,42,52,0,0,0,0,1,11,13,27,0,0,14,10,0,0,9,13,0,0,0,0,0,153,222,375
Region IV-A,Rizal,Rodriguez I (Rodriguez),342566,San Jose Litex SHS,"Lot 1 Block 9 Litex Subdivision, San Jose, Rodriguez, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Public,DepED Managed,School with no Annexes,Purely SHS,72,98,188,202,72,67,0,0,0,0,327,132,0,0,0,0,193,279,339,296,48,108,0,0,0,0,415,151,0,0,0,0,0,1654,1333,2987
Region IV-A,Rizal,Rodriguez I (Rodriguez),410890,"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.","417 Cruz-San Subd., Daang Hari, Balite, Roadriguez",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,BALITE (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,32,113,132,168,68,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,373,605
Region IV-A,Rizal,Rodriguez I (Rodriguez),410987,FMS INSTITUTION INCORPORATED,"44 Canlaon St. Amityville Subd., San Jose, Rodriguez",RIZAL,RODRIGUEZ (MONTALBAN),1st District,SAN JOSE,Private,Sectarian ,School with no Annexes,Purely SHS,7,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37
Region IV-A,Rizal,San Mateo,342563,San Mateo Senior High School,Sta. Cecilia Subdivision Guitnangbayan I8,RIZAL,SAN MATEO,2nd District,GUITNANG BAYAN I (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,13,44,96,94,25,28,0,0,0,0,152,89,0,0,0,0,29,56,142,120,21,34,0,0,0,0,196,125,0,0,0,0,0,674,590,1264
Region IV-A,Rizal,San Mateo,410619,"Westbridge Institute of Technology, Inc.",#18 P. Burgos St.,RIZAL,SAN MATEO,2nd District,SANTA ANA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,86,130,144,167,0,0,0,0,0,0,0,0,0,0,0,0,122,163,215,185,0,0,0,0,0,0,0,0,0,0,0,0,0,567,645,1212
Region IV-A,Rizal,San Mateo,410927,"WESTBRIDGE INSTITUTE OF TECHNOLOGY, INC.","New #78 Old #76 Lot 533 - A-2 Gen. Luna St., Ampid I",RIZAL,SAN MATEO,2nd District,AMPID I,Private,Sectarian ,School with no Annexes,Purely SHS,22,39,44,48,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,132,242
Region IV-A,Rizal,Tanay I,342565,Tanay Senior High School,"Pantay Pinugay Road Sitio Dalawang Kawayan Brgy. Tandang Kutyo Tanay, Rizal",RIZAL,TANAY,2nd District,TANDANG KUTYO (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,6,7,15,20,6,17,0,0,0,0,47,22,0,0,0,0,12,21,19,21,12,13,0,0,0,0,60,22,0,0,0,0,0,177,143,320
Region IV-A,Rizal,Tanay I,405345,Asian Institute of Computer Studies - Tanay,"Tanay Town Center, F. T. Catapusan cor. Sampaloc Rd., Tanay, Rizal",RIZAL,TANAY,2nd District,PLAZA ALDEA (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,4,5,4,0,0,0,0,0,0,4,3,0,0,0,0,4,10,8,18,0,0,4,3,0,0,22,3,0,0,0,0,0,49,45,94
Region IV-A,Rizal,Tanay I,409010,"International Peace Leadership College, Inc.","Mayagay I, Sampaloc",RIZAL,TANAY,2nd District,SAMPALOC,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,12,18
Region IV-A,Rizal,Tanay I,410983,Philippine Technological Institute of Science Arts and Trade Inc.,"Unit I-II Plaza Aldea Town Center, 9001 Sampaloc Road, Brgy. Plaza Aldea",RIZAL,TANAY,2nd District,PLAZA ALDEA (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,46,95,92,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,211,349
Region IV-A,Rizal,Tanay I,410988,EMMANUEL JOHN INSTITUTE OF SCIENCE & TECHNOLOGY (RIZAL) INC.,"2987 Sampaloc Road, Plaza Aldea",RIZAL,TANAY,2nd District,PLAZA ALDEA (POB.),Private,Sectarian ,School with no Annexes,Purely SHS,0,0,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,59
Region IV-A,Rizal,Taytay I,342569,Taytay Senior High School,"#21 Binhing Pag-Asa St. Bgy. Dolores, Taytay, Rizal",RIZAL,TAYTAY,1st District,SANTA ANA,Public,DepED Managed,School with no Annexes,Purely SHS,93,160,150,170,68,71,0,0,0,0,281,155,2,1,0,0,114,201,233,161,57,67,0,0,0,0,325,147,6,1,0,0,0,1329,1134,2463
Region IV-A,Rizal,Taytay I,409233,MARITIME ACADEMY FOR TRAINING AND EDUCATION 2018 (MATE) INC.,Arcade II Building,RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,40,3,0,0,0,0,0,0,0,123,8,131
Region IV-A,Rizal,Taytay II,402242,ACLC College of Taytay,"7 El Monteverde Subd. San Juan, Taytay, Rizal",RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,60,129,0,0,70,76,0,0,0,0,157,73,0,0,0,0,48,121,0,0,34,69,0,0,0,0,89,59,0,0,0,0,0,458,527,985
Region IV-A,Rizal,Cainta II,402239,"ABE International Business College-Cainta Rizal, Inc.",Carms Bldg. cor V.V Soliven St. Cainta Rizal,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,Purely SHS,10,9,3,2,39,29,1,4,0,0,18,6,0,0,0,0,1,3,1,3,0,1,3,0,0,0,1,1,0,0,0,0,0,77,58,135
Region IV-A,Rizal,Rodriguez II,342562,Kasiglahan Village Senior High School,"Phase 1K2, Kasiglahan Village, San Jose, Rodriguez, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Public,DepED Managed,School with no Annexes,Purely SHS,41,56,60,85,35,57,0,0,0,0,139,58,0,0,0,0,68,127,112,121,36,39,0,0,0,0,229,84,0,0,0,0,0,720,627,1347
Region IV-A,Rizal,Rodriguez II,342567,Southville 8B Senior High School,"Laylayan, Phase 4, SDouthville 8B, San Isidro Rodriguez, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,79,138,0,0,0,0,0,0,107,10,0,0,0,0,0,0,75,86,0,0,0,0,0,0,116,7,0,0,0,0,0,377,241,618
Region IV-A,Rizal,Rodriguez II,342570,San Isidro Senior High School,"-PNP/AFP HOUSING, SAN ISIDRO",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely SHS,29,50,0,0,0,0,126,122,0,0,116,97,0,0,0,0,45,56,0,0,0,0,122,124,0,0,133,96,0,0,0,0,0,571,545,1116
Region IV-A,Rizal,Rodriguez II,405248,Asian Institute of Computer Studies - Montalban,"2nd Flr., Montalban Town Center, E. Rodriguez Highway, Brgy. San Jose, Rodriguez, Montalban, Rizal",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,Purely SHS,76,137,259,188,0,0,41,25,0,0,185,61,0,0,0,0,68,203,214,199,0,0,78,66,0,0,198,63,0,0,0,0,0,1119,942,2061
Region IV-A,Rizal,Baras,342568,Baras Senior High School,"Kayrumaguit Road, Sitio Ibabaw, Brgy. San Juan",RIZAL,BARAS,2nd District,CONCEPCION,Public,DepED Managed,School with no Annexes,Purely SHS,6,9,37,21,11,9,0,0,0,0,18,24,0,0,0,0,9,13,47,25,12,17,0,0,0,0,37,12,0,0,0,0,0,177,130,307
Region IV-A,Rizal,Tanay II,342571,Rizal Sports Academy,Ipil-ipil Street,RIZAL,TANAY,2nd District,CUYAMBAY,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,49,24,73
Region IV-A,Batangas City,Batangas City East District,342234,Gulod Senior High School,Gulod Itaas,BATANGAS,BATANGAS CITY (Capital),2nd District,GULOD ITAAS,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,27,35,0,0,0,0,0,0,147,37,0,0,0,0,0,0,42,60,0,0,0,0,0,0,183,49,0,0,0,0,0,399,181,580
Region IV-A,Batangas City,Batangas City East District,402047,AMA Computer Learning Center of Batangas City,"CASA Buena Bldg., P. Burgos St., Batangas City",BATANGAS,BATANGAS CITY (Capital),2nd District,BARANGAY 13 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,5,17,13,16,9,0,0,0,0,0,0,0,0,0,0,2,8,17,11,25,17,1,1,0,0,0,0,0,0,0,0,0,81,64,145
Region IV-A,Batangas City,Batangas City East District,402051,STI College - Batangas,"Kumintang Ibaba, Batangas City",BATANGAS,BATANGAS CITY (Capital),2nd District,KUMINTANG IBABA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,18,69,53,65,236,201,0,0,0,0,110,107,0,0,0,0,18,62,30,34,188,164,0,0,0,0,78,83,0,0,0,0,0,731,785,1516
Region IV-A,Batangas City,Batangas City East District,404943,Asian Institute of Computer Studies - Batangas,"AICS Bldg., P. Burgos cor. Alegre St., Brgy. 11, Batangas City",BATANGAS,BATANGAS CITY (Capital),2nd District,BARANGAY 13 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,44,99,93,97,0,0,0,0,0,0,80,36,0,0,0,0,48,87,42,62,0,0,43,32,0,0,69,21,0,0,0,0,0,419,434,853
Region IV-A,Batangas City,Batangas City North District,342235,Alangilan Senior High School,-BCWD ST.Alangilan,BATANGAS,BATANGAS CITY (Capital),2nd District,ALANGILAN,Public,DepED Managed,School with no Annexes,Purely SHS,37,83,149,150,113,161,0,0,0,0,0,0,0,0,0,0,92,219,296,228,144,202,0,0,0,0,0,0,0,0,0,0,0,831,1043,1874
Region IV-A,Batangas City,Batangas City South District,305621,Mahabang Dahilig Senior High School - Stand Alone,MAHABANG DAHILIG,BATANGAS,BATANGAS CITY (Capital),2nd District,MAHABANG DAHILIG,Public,DepED Managed,School with no Annexes,Purely SHS,15,20,54,30,20,29,0,0,0,0,11,1,0,0,0,0,9,23,59,49,20,22,0,0,0,0,21,6,0,0,0,0,0,209,180,389
Region IV-A,Batangas City,Batangas City Coastal District,305804,Batangas City South Senior High School,"Brgy. 7, Poblacion",BATANGAS,BATANGAS CITY (Capital),2nd District,BARANGAY  7 (POB.),Public,DepED Managed,School with no Annexes,Purely SHS,7,14,32,40,0,0,0,0,0,0,21,19,0,0,0,0,17,31,36,34,0,0,0,0,0,0,13,19,0,0,0,0,0,126,157,283
Region IV-A,Cavite City,Cavite City I District,402360,Saint Gregory College of Science and Technology,"2nd/3rd Floor, St. Michael's Building, Manila-Cavite Rd., Brgy. 15, Sta. Cruz, Cavite City, Cavite",CAVITE,CAVITE CITY,1st District,BARANGAY 9 (KANAWAY),Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,15,26,41
Region IV-A,Cavite City,Cavite City I District,409153,"Cavite West Point College - Cavite City, Inc.","Lt Bldg., 485 P. Burgos Ave., 34,",CAVITE,CAVITE CITY,1st District,BARANGAY 34 (LAPU-LAPU),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,14,20,34
Region IV-A,Lipa City,Lipa City East District,402187,AMA Computer College-Lipa City,"Ayala Hi-way, Balintawak, Lipa City, Batangas",BATANGAS,LIPA CITY,4th District,BALINTAWAK,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,5,6,8,3,7,0,0,0,0,5,2,0,0,0,0,2,9,15,9,5,5,3,3,0,0,8,5,0,0,0,0,0,50,53,103
Region IV-A,Lipa City,Lipa City East District,402189,ICT-ED Institute of Science and Technology,"Mercedes Bldg., P. Torres St., Brgy. Otso, Lipa City, Batangas",BATANGAS,LIPA CITY,4th District,POBLACION BARANGAY 8,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,21,29,50
Region IV-A,Lipa City,Lipa City East District,402194,St. Augustine School of Nursing-Lipa City,"JM Katigbak St. Mataas na Lupa, Lipa City Batangas",BATANGAS,LIPA CITY,4th District,MATAAS NA LUPA,Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,9,44,14,3,7,0,5,0,0,4,2,0,0,0,0,5,8,65,30,7,12,1,4,0,0,9,5,0,0,0,0,0,139,96,235
Region IV-A,Lipa City,Lipa City East District,402197,STI College - Lipa,"C.M. Recto Ave.,Barangay 6 Lipa City",BATANGAS,LIPA CITY,4th District,POBLACION BARANGAY 1,Private,Non-Sectarian ,School with no Annexes,Purely SHS,67,204,183,134,276,221,0,0,0,0,60,29,0,0,0,0,62,153,100,101,184,191,0,0,0,0,61,34,0,0,0,0,0,993,1067,2060
Region IV-A,Lipa City,Lipa City East District,405204,Royal British College,"Brgy. Marawoy, Lipa City",BATANGAS,LIPA CITY,4th District,MARAUOY,Private,Sectarian ,School with no Annexes,Purely SHS,3,23,25,13,5,10,0,0,0,0,0,0,0,0,0,0,3,15,17,15,3,6,2,5,0,0,4,7,0,0,0,0,0,62,94,156
Region IV-A,Lipa City,Lipa City East District,406978,Asian Institute of Computer Studies - Lipa,Gen. Luna St.,BATANGAS,LIPA CITY,4th District,SABANG,Private,Non-Sectarian ,School with no Annexes,Purely SHS,9,21,59,43,0,0,11,11,0,0,27,16,0,0,0,0,2,42,49,45,0,0,10,9,0,0,8,11,0,0,0,0,0,175,198,373
Region IV-A,Lipa City,Lipa City East District,410618,NU Lipa Incorporated,"SM City Lipa, Ayala Highway",BATANGAS,LIPA CITY,4th District,MARAUOY,Private,Non-Sectarian ,School with no Annexes,Purely SHS,5,17,11,15,67,106,0,0,0,0,0,0,0,0,0,0,2,8,3,10,15,37,0,0,0,0,0,0,0,0,0,0,0,103,193,296
Region IV-A,Lipa City,Lipa City North Disrict,342613,Lipa City Sports Academy,Sto. Tomas-Lipa Road,BATANGAS,LIPA CITY,4th District,MARAUOY,Public,DepED Managed,School with no Annexes,Purely SHS,0,0,0,0,0,0,0,0,0,0,0,0,19,6,2,13,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,3,0,34,24,58
Region IV-A,Lipa City,Lipa City West District,303491,Lipa City Senior High School,B. Morada Ave.,BATANGAS,LIPA CITY,4th District,POBLACION BARANGAY 1,Public,DepED Managed,School with no Annexes,Purely SHS,43,87,256,172,28,55,0,0,0,0,49,41,0,0,0,0,49,114,345,280,32,45,0,0,0,0,58,44,0,0,0,0,0,860,838,1698
Region IV-A,Lucena City,Lucena East District,402200,AMA Computer College-Lucena City,"Tantuco Bldg., #160 M.L. Tagarao St. Iyam Lucena City, Quezon",QUEZON,LUCENA CITY (Capital),2nd District,ILAYANG IYAM,Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,3,1,3,5,1,0,0,0,0,4,2,0,0,0,0,0,1,8,3,3,11,0,0,0,0,1,1,0,0,0,0,0,25,25,50
Region IV-A,Lucena City,Lucena East District,402209,"Inter-Global College Foundation, Inc.","Brgy. Bocohan, Lucena City",QUEZON,LUCENA CITY (Capital),2nd District,BOCOHAN,Private,Non-Sectarian ,School with no Annexes,Purely SHS,0,5,0,0,13,5,0,0,37,10,0,0,0,0,0,0,2,0,0,0,9,2,0,0,23,1,0,0,0,0,0,0,0,84,23,107
Region IV-A,Lucena City,Lucena East District,402211,St. Augustine School of Nursing-Lucena City,"Carlos City Center, M.L. Tagarao Street, corner Quezon Ave., Lucena City",QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 4 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,1,1,9,7,2,4,0,0,0,0,1,2,0,0,0,0,5,8,13,18,3,6,0,0,0,0,4,6,0,0,0,0,0,38,52,90
Region IV-A,Lucena City,Lucena East District,402214,"STI EDUCATION SERVICES GROUP, INC. - LUCENA",Quezon Ave Cor Perez St.,QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 9 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,37,73,68,82,135,134,0,0,0,0,81,78,0,0,0,0,7,34,24,32,68,71,0,0,0,0,67,45,0,0,0,0,0,487,549,1036
Region IV-A,Lucena City,Lucena East District,405210,"Ark Technological Institute Education System, Inc.","3rd Floor, J-Seven Building, Magallanes corner Granja Street",QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 7 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,51,84,219,270,0,0,0,0,0,0,241,199,0,0,0,0,36,94,128,156,0,0,0,0,0,0,109,134,0,0,0,0,0,784,937,1721
Region IV-A,Lucena City,Lucena East District,406394,"Digitech College (Digital Communication and Technological College, Inc.)","Purok Agawin Ibabang Dupay, Lucena City, Quezon",QUEZON,LUCENA CITY (Capital),2nd District,IBABANG DUPAY,Private,Sectarian ,School with no Annexes,Purely SHS,4,19,16,33,0,0,0,0,0,0,35,52,0,0,0,0,2,4,12,18,0,0,0,0,0,0,15,12,0,0,0,0,0,84,138,222
Region IV-A,Lucena City,Lucena East District,406990,Philtech Institute of Arts and Technology Inc.-Lucena City,"2nd Floor SY Bldg., Maharlika Highway, Brgy. Ibabang Dupay, Lucena City, Quezon",QUEZON,LUCENA CITY (Capital),2nd District,IBABANG DUPAY,Private,Sectarian ,School with no Annexes,Purely SHS,1,3,0,0,0,0,0,0,0,0,22,23,0,0,0,0,4,5,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,47,46,93
Region IV-A,Lucena City,Lucena East District,409227,"CSTC College of Sciences, Technology and Communications, Inc.","28 Capitol Road, Purok Camia",QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 10 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,2,24,32,49,25,41,0,0,0,0,53,23,0,0,0,0,14,48,49,81,37,65,0,0,0,0,58,20,0,0,0,0,0,270,351,621
Region IV-A,Lucena City,Lucena East District,410198,St. Michael TVET Training and Assessment Center Inc.,"3rd Flr., Pagkatipunan Bldg., Profugo corner Merchant St.",QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 1 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,3,2,18,16,0,0,0,0,0,0,20,14,0,0,0,0,6,15,53,57,0,0,0,0,0,0,70,112,0,0,0,0,0,170,216,386
Region IV-A,Lucena City,Lucena East District,410777,"Hyong Yang Institute of Technology Inc.,",8 Enriquez Street,QUEZON,LUCENA CITY (Capital),2nd District,BARANGAY 4 (POB.),Private,Non-Sectarian ,School with no Annexes,Purely SHS,19,57,0,0,0,0,0,0,0,0,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,65,121,186
Region IV-A,San Pablo City,Ambray,342575,Crecencia Drucila Lopez Senior High School,"Purok 4, DLMP Compound",LAGUNA,SAN PABLO CITY,3rd District,SAN ROQUE,Public,DepED Managed,School with no Annexes,Purely SHS,54,97,68,139,39,53,0,0,0,0,372,177,0,0,0,0,94,125,141,172,50,70,0,0,0,0,340,139,0,0,0,0,0,1158,972,2130
