region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region I,Ilocos Sur,Banayoyo-Lidlidda-San Emilio,300037,Banayoyo National High School,"Poblacion, Banayoyo, Ilocos Sur",ILOCOS SUR,BANAYOYO,2nd District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,43,54,74,59,38,41,54,50,0,0,0,0,0,0,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,70,0,0,0,0,0,0,0,0,0,0,0,340,297,637
Region I,Ilocos Sur,Banayoyo-Lidlidda-San Emilio,300054,Lidlidda National High School,National Highway,ILOCOS SUR,LIDLIDDA,2nd District,POBLACION SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,40,51,45,49,29,34,47,40,0,0,0,0,26,16,5,13,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,23,17,0,0,9,10,0,0,0,0,0,269,210,479
Region I,Ilocos Sur,Banayoyo-Lidlidda-San Emilio,300074,San Emilio National High School,"Tiagan,San Emilio",ILOCOS SUR,SAN EMILIO,2nd District,TIAGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,34,36,40,48,21,23,27,34,0,0,0,0,38,10,12,10,0,0,0,0,0,0,0,0,0,0,0,0,33,25,2,10,0,0,0,0,0,0,0,0,0,0,0,243,160,403
Region I,Ilocos Sur,Bantay,300038,Bantay National High School,-BULAG CENTRO,ILOCOS SUR,BANTAY,1st District,BULAG,Public,DepED Managed,School with no Annexes,JHS with SHS,59,72,69,62,45,64,73,54,0,0,0,0,0,0,0,0,31,20,0,0,28,27,0,0,0,0,0,0,0,0,0,0,34,29,0,0,19,12,0,0,0,0,0,374,324,698
Region I,Ilocos Sur,Bantay,300087,Tay-ac National High School,"Tay-ac, Bantay, Ilocos Sur",ILOCOS SUR,BANTAY,1st District,TAY-AC,Public,DepED Managed,School with no Annexes,JHS with SHS,44,41,41,46,30,36,31,41,0,0,0,0,18,17,0,0,20,3,0,0,0,0,0,0,0,0,0,0,13,11,0,0,13,8,0,0,0,0,0,0,0,0,0,236,177,413
Region I,Ilocos Sur,Burgos-San Esteban,300041,Burgos National High School,Poblacion Norte,ILOCOS SUR,BURGOS,2nd District,POBLACION NORTE (BATO),Public,DepED Managed,School with no Annexes,JHS with SHS,73,87,81,101,72,78,77,71,0,0,0,0,0,0,0,0,19,25,0,0,39,22,0,0,0,0,0,0,0,0,0,0,25,27,0,0,25,27,0,0,0,0,0,450,399,849
Region I,Ilocos Sur,Burgos-San Esteban,300075,San Esteban National High School,-National Highway,ILOCOS SUR,SAN ESTEBAN,2nd District,VILLA QUIRINO,Public,DepED Managed,School with no Annexes,JHS with SHS,60,71,64,69,43,52,48,70,0,0,0,0,24,14,12,17,0,0,0,0,26,20,0,0,0,0,0,0,18,18,6,7,0,0,0,0,19,14,0,0,0,0,0,369,303,672
Region I,Ilocos Sur,Burgos-San Esteban,400028,"Holy Name High School Burgos in Sur, Inc.",-,ILOCOS SUR,BURGOS,2nd District,LUNA,Private,Sectarian ,School with no Annexes,JHS with SHS,9,9,14,16,9,16,14,16,0,0,0,0,0,0,0,0,9,5,0,0,9,7,0,0,0,0,0,0,0,0,0,0,7,12,0,0,6,5,0,0,0,0,0,79,84,163
Region I,Ilocos Sur,Cabugao,300043,Cabugao National High School,Turod,ILOCOS SUR,CABUGAO,1st District,TUROD,Public,DepED Managed,School with no Annexes,JHS with SHS,92,114,82,115,73,90,122,104,4,3,0,0,54,50,8,6,10,20,0,0,28,20,0,0,0,0,0,0,69,64,0,0,8,10,0,0,14,14,0,0,0,0,7,598,576,1174
Region I,Ilocos Sur,Cabugao,300055,Lipit National High School,Lipit,ILOCOS SUR,CABUGAO,1st District,LIPIT,Public,DepED Managed,School with no Annexes,JHS with SHS,28,57,45,43,33,46,46,42,0,0,0,0,27,9,0,0,17,22,0,0,0,0,0,0,0,0,0,0,22,14,0,0,13,22,0,0,0,0,0,0,0,0,0,252,234,486
Region I,Ilocos Sur,Cabugao,300067,Pug-os National High School,Pug-os,ILOCOS SUR,CABUGAO,1st District,PUG-OS,Public,DepED Managed,School with no Annexes,JHS with SHS,17,24,21,16,17,17,16,20,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,111,86,197
Region I,Ilocos Sur,Cabugao,320908,Sisim National High School,Gabor,ILOCOS SUR,CABUGAO,1st District,SISIM,Public,DepED Managed,School with no Annexes,JHS with SHS,39,33,45,37,44,42,34,34,0,0,0,0,14,8,0,0,0,0,0,0,20,17,0,0,0,0,0,0,13,8,0,0,0,0,0,0,19,22,0,0,0,0,0,220,209,429
Region I,Ilocos Sur,Cabugao,400029,Cabugao Institute Inc.,National Highway,ILOCOS SUR,CABUGAO,1st District,BONIFACIO (POB.),Private,Sectarian ,School with no Annexes,JHS with SHS,81,76,78,79,59,81,63,80,0,0,0,0,32,39,28,63,0,0,0,0,0,0,0,0,0,0,3,10,60,38,13,32,0,0,0,0,0,0,0,0,0,0,0,450,465,915
Region I,Ilocos Sur,Caoayan,300045,Caoayan National High School,-Pandan,ILOCOS SUR,CAOAYAN,1st District,PANDAN,Public,DepED Managed,School with no Annexes,JHS with SHS,28,26,25,24,14,18,16,19,0,0,0,0,0,0,0,0,1,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,10,0,0,0,0,0,0,123,92,215
Region I,Ilocos Sur,Caoayan,300066,Pantay Tamurong National High School,Not applicable,ILOCOS SUR,CAOAYAN,1st District,PANTAY TAMURONG,Public,DepED Managed,School with no Annexes,JHS with SHS,22,24,21,26,16,15,18,15,0,0,0,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,133,89,222
Region I,Ilocos Sur,Caoayan,300068,Puro National High School,PURO CAOAYAN,ILOCOS SUR,CAOAYAN,1st District,PURO,Public,DepED Managed,School with no Annexes,JHS with SHS,15,13,10,13,4,16,8,10,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,89,59,148
Region I,Ilocos Sur,Cervantes-Quirino,300046,Cervantes National High School,ROSARIO (POB.),ILOCOS SUR,CERVANTES,2nd District,ROSARIO (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,106,87,96,107,61,69,96,106,0,0,0,0,0,0,16,28,78,64,0,0,72,25,0,0,0,0,0,0,0,0,10,30,42,51,0,0,58,32,0,0,0,0,0,672,562,1234
Region I,Ilocos Sur,Cervantes-Quirino,300070,Quirino National High School,Poblacion,ILOCOS SUR,QUIRINO (ANGKAKI),2nd District,LEGLEG (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,37,36,37,40,24,31,41,49,0,0,0,0,0,0,0,0,8,20,0,0,35,14,0,0,0,0,0,0,0,0,0,0,13,23,0,0,26,17,0,0,0,0,0,232,219,451
Region I,Ilocos Sur,Magsingal,300057,Magsingal National High School,Maharlika Street,ILOCOS SUR,MAGSINGAL,1st District,SAN CLEMENTE (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,73,86,90,84,85,84,88,106,0,0,4,23,104,64,15,26,0,0,0,0,13,9,0,0,0,0,8,17,94,72,9,17,0,0,0,0,14,8,0,0,0,0,0,594,599,1193
Region I,Ilocos Sur,Magsingal,300058,Manzante National High School,"Manzante,Magsingal, Ilocos Sur",ILOCOS SUR,MAGSINGAL,1st District,MANZANTE,Public,DepED Managed,School with no Annexes,JHS with SHS,17,31,21,31,6,14,12,20,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,130,87,217
Region I,Ilocos Sur,Narvacan South-Nagbukel,300053,Imelda National High School,Nanguneg East,ILOCOS SUR,NARVACAN,2nd District,NAGUNEG,Public,DepED Managed,School with no Annexes,JHS with SHS,13,7,11,11,9,9,15,14,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,57,56,113
Region I,Ilocos Sur,Narvacan South-Nagbukel,300059,Nagbukel National High School,Pob. East,ILOCOS SUR,NAGBUKEL,2nd District,POBLACION EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,41,42,44,39,28,31,41,24,0,0,0,0,0,0,0,0,25,16,0,0,12,12,0,0,0,0,0,0,0,0,0,0,22,15,0,0,11,16,0,0,0,0,0,236,183,419
Region I,Ilocos Sur,Narvacan South-Nagbukel,300063,Narvacan National Central High School,"Paratong, Narvacan, Ilocos Sur",ILOCOS SUR,NARVACAN,2nd District,PARATONG,Public,DepED Managed,School with no Annexes,JHS with SHS,260,274,314,310,246,324,320,370,0,0,10,24,182,155,89,116,0,0,0,0,97,86,0,0,0,0,12,22,198,175,58,122,0,0,0,0,99,64,0,0,0,0,0,1903,2024,3927
Region I,Ilocos Sur,Narvacan South-Nagbukel,300076,San Pedro National High School,Barbarit,ILOCOS SUR,NARVACAN,2nd District,SAN PEDRO,Public,DepED Managed,School with no Annexes,JHS with SHS,18,21,26,24,20,26,21,23,0,0,0,0,0,0,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,122,112,234
Region I,Ilocos Sur,Salcedo-Galimuyod-Sigay-Del Pilar,300048,Gregorio Del Pilar National High School,"Pob. Norte, G. del Pilar, I. Sur",ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),2nd District,POBLACION NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,13,16,32,25,10,18,23,17,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,88,213
Region I,Ilocos Sur,Salcedo-Galimuyod-Sigay-Del Pilar,300050,Dinaratan National High School,"Dinaratan,Salcedo,Ilocos Sur",ILOCOS SUR,SALCEDO (BAUGEN),2nd District,DINARATAN,Public,DepED Managed,School with no Annexes,JHS with SHS,7,8,19,20,20,17,14,15,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,71,92,163
Region I,Ilocos Sur,Salcedo-Galimuyod-Sigay-Del Pilar,300064,Pagangpang National High School,School Access Road,ILOCOS SUR,GALIMUYOD,2nd District,PAGANGPANG,Public,DepED Managed,School with no Annexes,JHS with SHS,22,25,28,31,22,20,20,22,0,0,0,0,8,9,0,0,6,6,0,0,0,0,0,0,0,0,0,0,13,8,0,0,11,2,0,0,0,0,0,0,0,0,0,144,109,253
Region I,Ilocos Sur,Salcedo-Galimuyod-Sigay-Del Pilar,300079,Sigay National High School,"Poblacion, Sigay, I. Sur",ILOCOS SUR,SIGAY,2nd District,POBLACION (MADAYAW),Public,DepED Managed,School with no Annexes,JHS with SHS,18,18,9,10,7,10,14,10,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,81,59,140
Region I,Ilocos Sur,San Juan,300035,San Juan National High School,Maharlika Hi-way,ILOCOS SUR,SAN JUAN (LAPOG),1st District,IMMAYOS SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,139,184,173,174,127,184,191,177,0,0,12,22,41,43,30,47,93,42,0,0,35,31,0,0,0,0,5,26,21,32,28,41,136,72,0,0,22,31,0,0,0,0,0,1093,1066,2159
Region I,Ilocos Sur,San Juan,300081,Solotsolot National High School,-None,ILOCOS SUR,SAN JUAN (LAPOG),1st District,SOLOTSOLOT,Public,DepED Managed,School with no Annexes,JHS with SHS,22,38,34,27,21,22,26,26,0,0,0,0,0,0,0,0,24,18,0,0,8,9,0,0,0,0,0,0,0,0,0,0,25,20,0,0,5,6,0,0,0,0,0,183,148,331
Region I,Ilocos Sur,San Vicente,320909,San Sebastian National High School,"San Sebastian, San Vicente, Ilocos Sur",ILOCOS SUR,SAN VICENTE,1st District,SAN SEBASTIAN,Public,DepED Managed,School with no Annexes,JHS with SHS,19,23,36,24,11,24,19,15,0,0,0,0,0,0,0,0,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,146,93,239
Region I,Ilocos Sur,Santa,300039,Basug National High School,"-Basug,Santa,Ilocos Sur",ILOCOS SUR,SANTA,2nd District,BASUG,Public,DepED Managed,School with no Annexes,JHS with SHS,18,18,10,14,10,11,12,8,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,49,129
Region I,Ilocos Sur,Santa,300071,Rancho National High School,"Rancho, Santa. Ilocos Sur",ILOCOS SUR,SANTA,2nd District,RANCHO,Public,DepED Managed,School with no Annexes,JHS with SHS,12,16,14,23,11,13,11,12,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,85,62,147
Region I,Ilocos Sur,Santa,305821,Santa National High School,Marcos District,ILOCOS SUR,SANTA,2nd District,MARCOS (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,21,29,26,24,13,20,32,22,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,102,221
Region I,Ilocos Sur,Santiago,300078,Santiago National High School,National Highway,ILOCOS SUR,SANTIAGO,2nd District,POBLACION NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,73,96,97,105,73,77,84,101,0,0,0,0,56,44,21,30,0,0,0,0,37,18,0,0,0,0,0,0,63,39,13,19,0,0,0,0,30,29,0,0,0,0,0,591,514,1105
Region I,Ilocos Sur,Santiago,400053,"SANTIAGO CATHOLIC SCHOOL (SCS), INC.","Poblacion Norte, Santiago, Ilocos Sur",ILOCOS SUR,SANTIAGO,2nd District,POBLACION NORTE,Private,Sectarian ,School with no Annexes,JHS with SHS,22,24,23,22,22,21,23,42,0,0,2,7,11,4,21,12,0,0,0,0,0,0,0,0,0,0,5,10,3,7,13,25,0,0,0,0,0,0,0,0,0,0,0,146,173,319
Region I,Ilocos Sur,Sinait,300080,Sinait National High School,Ricudo,ILOCOS SUR,SINAIT,1st District,RICUDO,Public,DepED Managed,School with no Annexes,JHS with SHS,207,240,264,303,187,265,279,280,0,0,15,32,202,178,23,55,11,21,0,0,66,68,0,0,0,0,12,34,189,174,23,49,22,45,0,0,73,48,0,0,0,0,0,1650,1715,3365
Region I,Ilocos Sur,Sta. Catalina,300042,Cabittaogan National High School,-Sitio San Gregorio,ILOCOS SUR,SANTA CATALINA,1st District,CABITTAOGAN,Public,DepED Managed,School with no Annexes,JHS with SHS,32,34,37,45,22,27,24,34,0,0,0,0,0,0,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,187,145,332
Region I,Ilocos Sur,Sta. Catalina,400045,"Sta. Catalina High School, Inc.",Burgos St.,ILOCOS SUR,SANTA CATALINA,1st District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,9,8,15,17,5,8,9,18,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,136
Region I,Ilocos Sur,Sta. Cruz,300034,Amarao National High School,AMARAO,ILOCOS SUR,SANTA CRUZ,2nd District,AMARAO,Public,DepED Managed,School with no Annexes,JHS with SHS,49,49,40,42,40,40,32,44,0,0,0,0,0,0,0,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,27,0,0,0,0,0,0,0,0,0,252,211,463
Region I,Ilocos Sur,Sta. Cruz,300049,Dili National High School,-national highway,ILOCOS SUR,SANTA CRUZ,2nd District,DILI,Public,DepED Managed,School with no Annexes,JHS with SHS,60,68,61,77,58,59,70,70,0,0,0,0,0,0,0,0,23,35,0,0,24,17,0,0,0,0,0,0,0,0,0,0,43,31,0,0,16,15,0,0,0,0,0,372,355,727
Region I,Ilocos Sur,Sta. Cruz,400047,Pascual Rivera Pimentel Memorial Academy,REAL STREET,ILOCOS SUR,SANTA CRUZ,2nd District,POBLACION SUR,Private,Sectarian ,School with no Annexes,JHS with SHS,61,88,85,87,63,78,92,101,0,0,10,11,46,25,19,27,8,6,0,0,0,0,0,0,0,0,8,16,61,41,13,16,11,0,0,0,0,0,0,0,0,0,0,497,476,973
Region I,Ilocos Sur,Sta. Cruz,400048,"San Jose High School, Inc.",Maharlika Road,ILOCOS SUR,SANTA CRUZ,2nd District,SAN JOSE,Private,Sectarian ,School with no Annexes,JHS with SHS,26,22,16,23,26,25,38,23,0,0,0,0,1,8,0,0,27,25,0,0,0,0,0,0,0,0,0,2,4,8,0,0,23,13,0,0,0,0,0,0,0,0,0,142,168,310
Region I,Ilocos Sur,Sta. Lucia,300062,Nagtablaan National High School,"Nagtablaan,Sta.Lucia,Ilocos Sur",ILOCOS SUR,SANTA LUCIA,2nd District,NAGTABLAAN,Public,DepED Managed,School with no Annexes,JHS with SHS,11,15,24,23,6,12,16,15,0,0,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,114,88,202
Region I,Ilocos Sur,Sta. Lucia,300065,Palali National High School,none,ILOCOS SUR,SANTA LUCIA,2nd District,PALALI SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,18,23,20,21,7,18,16,21,0,0,0,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,0,0,0,0,0,0,0,0,125,99,224
Region I,Ilocos Sur,Sta. Lucia,300072,Teodoro Hernaez National High School,Sabuanan,ILOCOS SUR,SANTA LUCIA,2nd District,SABUANAN,Public,DepED Managed,School with no Annexes,JHS with SHS,94,122,129,132,75,123,118,136,0,0,7,32,56,46,28,41,58,33,0,0,0,0,0,0,0,0,10,30,46,61,17,31,60,52,0,0,0,0,0,0,0,0,0,759,778,1537
Region I,Ilocos Sur,Sta. Maria,300032,Ag-agrao National High School,NOT APPLICABLE,ILOCOS SUR,SANTA MARIA,2nd District,AG-AGRAO,Public,DepED Managed,School with no Annexes,JHS with SHS,27,24,26,37,17,30,29,34,0,0,0,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,160,145,305
Region I,Ilocos Sur,Sta. Maria,300077,Santa Maria National High School,"Poblacion Sur, Santa Maria, Ilocos Sur",ILOCOS SUR,SANTA MARIA,2nd District,POBLACION SUR,Public,DepED Managed,School with no Annexes,JHS with SHS,154,188,198,213,154,159,203,189,0,0,13,19,0,0,26,53,141,69,0,0,59,57,0,0,0,0,14,32,0,0,25,30,120,85,0,0,47,46,0,0,0,0,0,1198,1096,2294
Region I,Ilocos Sur,Sta. Maria,600001,ISPSC Sta. Maria Campus,"Poblacion Norte, Sta. Maria, Ilocos Sur",ILOCOS SUR,SANTA MARIA,2nd District,POBLACION NORTE,SUCsLUCs,SUC Managed,Mother school,JHS with SHS,10,20,22,11,24,22,25,24,0,0,0,0,4,10,7,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,24,0,0,0,0,0,0,0,0,0,0,0,93,145,238
Region I,Ilocos Sur,Sto. Domingo-San Ildefonso,300040,Belen National High School,not applicable,ILOCOS SUR,SAN ILDEFONSO,1st District,BELEN,Public,DepED Managed,School with no Annexes,JHS with SHS,19,22,17,27,6,23,19,24,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,123,103,226
Region I,Ilocos Sur,Sto. Domingo-San Ildefonso,300060,Naglaoa-an National High School,Centro,ILOCOS SUR,SANTO DOMINGO,1st District,NAGLAOA-AN,Public,DepED Managed,School with no Annexes,JHS with SHS,32,63,77,56,39,54,55,66,0,0,3,14,0,0,0,0,55,24,0,0,0,0,0,0,0,0,5,15,0,0,0,0,52,26,0,0,0,0,0,0,0,0,0,343,293,636
Region I,Ilocos Sur,Sto. Domingo-San Ildefonso,330511,Philippine Science High School-Ilocos Region Campus,Pob. East San Ildefonso Ilocos Sur,ILOCOS SUR,SAN ILDEFONSO,1st District,POBLACION EAST,Public,DOST Managed,School with no Annexes,JHS with SHS,40,49,59,54,73,69,61,61,0,0,0,0,0,0,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,0,0,0,0,0,0,0,0,0,0,0,282,359,641
Region I,Ilocos Sur,Sto. Domingo-San Ildefonso,400055,"Benito Soliven Academy, Inc.",BUMATAY ST.,ILOCOS SUR,SANTO DOMINGO,1st District,NALASIN,Private,Sectarian ,School with no Annexes,JHS with SHS,40,58,54,67,40,40,56,49,0,0,0,0,54,40,7,13,0,0,0,0,0,0,0,0,0,0,0,0,46,33,2,5,0,0,0,0,0,0,0,0,0,0,0,328,276,604
Region I,Ilocos Sur,Suyo,300085,Suyo National High School,-,ILOCOS SUR,SUYO,2nd District,URZADAN,Public,DepED Managed,School with no Annexes,JHS with SHS,43,60,64,68,45,63,47,54,0,0,0,0,35,32,6,11,0,0,0,0,22,4,0,0,0,0,0,0,31,45,4,11,0,0,0,0,34,10,0,0,0,0,0,367,322,689
Region I,Ilocos Sur,Suyo,320904,Baringcucurong National High School,-,ILOCOS SUR,SUYO,2nd District,BARINGCUCURONG,Public,DepED Managed,School with no Annexes,JHS with SHS,18,29,17,21,15,23,22,17,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,119,101,220
Region I,Ilocos Sur,Tagudin,300086,Tagudin National High School,-None,ILOCOS SUR,TAGUDIN,2nd District,QUIRINO (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,175,215,218,279,171,217,239,261,0,0,14,29,112,132,48,83,0,0,0,0,129,79,0,0,0,0,25,18,136,121,27,63,20,25,0,0,119,92,0,0,0,0,0,1517,1530,3047
Region I,Ilocos Sur,Tagudin,600131,ISPSC TAGUDIN CAMPUS,"National Highway, Tagudin, I.Sur",ILOCOS SUR,TAGUDIN,2nd District,DEL PILAR (POB.),SUCsLUCs,SUC Managed,Annex or Extension school(s),JHS with SHS,9,15,10,13,17,21,24,20,0,0,5,12,16,16,6,24,0,0,0,0,0,0,0,0,0,0,3,10,16,17,11,15,0,0,0,0,0,0,0,0,0,0,0,104,176,280
Region I,La Union,Agoo East,300129,President Elpidio Quirino National High School,San Agustin East,LA UNION,AGOO,2nd District,SAN AGUSTIN EAST,Public,DepED Managed,School with no Annexes,JHS with SHS,120,139,162,186,116,152,153,166,0,0,8,20,41,64,36,75,0,0,0,0,59,15,0,0,0,0,11,20,70,58,20,48,0,0,0,0,57,33,0,0,0,0,0,909,920,1829
Region I,La Union,Agoo East,321027,Agoo National Vocational High School,Consolacion,LA UNION,AGOO,2nd District,CONSOLACION (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,39,19,19,28,15,24,28,21,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,132,116,248
Region I,La Union,Agoo East,400070,"St. Mary's Academy - Agoo, La union, Inc.",Consolacion,LA UNION,AGOO,2nd District,CONSOLACION (POB.),Private,Sectarian ,School with no Annexes,JHS with SHS,82,77,55,77,67,92,53,92,0,0,11,16,27,15,46,56,0,0,0,0,0,0,0,0,0,0,5,22,20,13,45,54,0,0,0,0,0,0,0,0,0,0,0,445,480,925
Region I,La Union,Agoo West,300130,Don Eufemio F. Eriguel MNHS,consolacion,LA UNION,AGOO,2nd District,CONSOLACION (POB.),Public,DepED Managed,School with no Annexes,JHS with SHS,185,237,234,270,178,217,231,270,0,0,6,31,99,93,30,39,0,0,0,0,145,87,0,0,0,0,13,30,102,102,15,31,0,0,0,0,124,77,0,0,0,0,0,1460,1386,2846
Region I,La Union,Agoo West,300139,"Dr. Manuel T. Cases, Sr. National High School",agoo,LA UNION,AGOO,2nd District,SAN MANUEL NORTE,Public,DepED Managed,School with no Annexes,JHS with SHS,51,72,69,53,68,70,67,69,0,0,0,0,0,0,0,0,7,10,0,0,39,47,0,0,0,0,0,0,0,0,0,0,8,15,0,0,47,29,0,0,0,0,0,346,375,721
Region I,La Union,Aringay,300093,Aringay National High School,"Poblacion, Aringay, La Union",LA UNION,ARINGAY,2nd District,POBLACION,Public,DepED Managed,Mother school,JHS with SHS,188,194,219,254,183,233,215,226,0,0,18,52,140,102,40,61,0,0,0,0,0,0,0,0,0,0,43,57,142,81,23,50,0,0,0,0,0,0,0,0,0,0,0,1261,1260,2521
Region I,La Union,Aringay,321004,Basca National High School,Centro,LA UNION,ARINGAY,2nd District,BASCA,Public,DepED Managed,Annex or Extension school(s),JHS with SHS,9,21,16,18,8,12,12,14,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,80,65,145
Region I,La Union,Aringay,321007,Manga National High School,Centro,LA UNION,ARINGAY,2nd District,MANGA,Public,DepED Managed,School with no Annexes,JHS with SHS,21,24,21,26,16,16,21,14,0,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,0,0,0,124,111,235
Region I,La Union,Aringay,400073,Notre Dame Institute,0,LA UNION,ARINGAY,2nd District,POBLACION,Private,Sectarian ,School with no Annexes,JHS with SHS,22,38,36,39,25,47,33,34,0,0,8,8,3,4,11,6,0,0,0,0,0,0,0,0,0,0,3,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,175,176,351
Region I,La Union,Aringay,411059,South Ilocandia College of Arts and Technology,McArthur Highway,LA UNION,ARINGAY,2nd District,SAN EUGENIO,Private,Non-Sectarian ,School with no Annexes,JHS with SHS,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,11,12,23
Region I,La Union,Bacnotan,300095,Bacnotan National High School,-NA,LA UNION,BACNOTAN,1st District,POBLACION,Public,DepED Managed,School with no Annexes,JHS with SHS,209,255,278,272,169,248,244,267,0,0,13,40,84,73,32,58,46,32,0,0,101,57,0,0,0,0,11,40,78,65,22,45,70,38,0,0,84,66,0,0,0,0,0,1555,1442,2997
Region I,La Union,Bacnotan,400077,ABE International Business College - La Union Inc.,NATIONAL HIGHWAY,LA UNION,BACNOTAN,1st District,BARORO,Private,Non-Sectarian ,School with no Annexes,JHS with SHS,2,4,2,10,4,3,6,4,0,0,0,3,2,4,0,0,10,4,0,0,1,1,0,0,0,0,0,0,3,5,0,0,4,4,0,0,0,2,0,0,0,0,0,38,40,78
