region,division,district,beis_school_id,school_name,street_address,province,municipality,legislative_district,barangay,sector,school_subclassification,school_type,modified_coc,k_male,k_female,g1_male,g2_male,g3_male,g4_male,g5_male,g6_male,g1_female,g2_female,g3_female,g4_female,g5_female,g6_female,elem_ng_male,elem_ng_female,g7_male,g8_male,g9_male,g10_male,g7_female,g8_female,g9_female,g10_female,jhs_ng_male,jhs_ng_female,g11_acad_-_abm_male,g11_acad_-_abm_female,g11_acad_-_humss_male,g11_acad_-_humss_female,g11_acad_stem_male,g11_acad_stem_female,g11_acad_gas_male,g11_acad_gas_female,g11_acad_pbm_male,g11_acad_pbm_female,g11_tvl_male,g11_tvl_female,g11_sports_male,g11_sports_female,g11_arts_male,g11_arts_female,g12_acad_-_abm_male,g12_acad_-_abm_female,g12_acad_-_humss_male,g12_acad_-_humss_female,g12_acad_stem_male,g12_acad_stem_female,g12_acad_gas_male,g12_acad_gas_female,g12_acad_pbm_male,g12_acad_pbm_female,g12_tvl_male,g12_tvl_female,g12_sports_male,g12_sports_female,g12_arts_male,g12_arts_female,total_non_graded_enrollment,total_male_enrollment,total_female_enrollment,total_enrollment
Region IV-A,Cavite,Tanza,409604,La Mizpah Ville Academy Inc.,"Vista Acacia Homes, Amaya I",CAVITE,TANZA,7th District,AMAYA I,Private,Non-Sectarian ,School with no Annexes,All Offering,25,29,26,26,23,15,21,15,26,30,13,19,23,23,0,0,12,11,8,13,5,10,6,7,0,0,1,2,6,3,4,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,7,0,0,0,0,0,0,0,0,0,0,0,215,213,428
Region IV-A,Cavite,Tanza,410368,"Jhoan Colleges of the Philippines, Inc.",Punta I,CAVITE,TANZA,7th District,PUNTA I,Private,Non-Sectarian ,School with no Annexes,All Offering,22,8,11,7,9,10,15,10,16,14,7,9,12,8,0,0,5,12,7,7,11,6,7,6,0,0,6,23,17,23,13,19,0,0,0,0,19,21,0,0,0,0,12,36,31,33,16,19,0,0,0,0,22,17,0,0,0,0,0,251,295,546
Region IV-A,Cavite,Tanza,424367,Sawyer Integrated School,B17L6 Lhinette Homes,CAVITE,TANZA,7th District,BIGA,Private,Non-Sectarian ,School with no Annexes,All Offering,15,11,20,21,19,16,20,11,17,18,19,12,20,10,0,0,10,12,7,14,8,10,9,8,0,0,1,2,6,3,1,2,0,0,0,0,0,0,0,0,0,0,1,4,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,179,158,337
Region IV-A,Cavite,Trece Martirez City,402352,Dei Gracia Academy Inc.,"La Trinidad Subd., Brgy. Cabuco, Trece Martires City",CAVITE,TRECE MARTIRES CITY (Capital),7th District,CABUCO,Private,Non-Sectarian ,School with no Annexes,All Offering,5,4,13,8,10,10,13,12,17,12,5,6,18,7,0,0,2,10,9,14,7,14,12,13,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,3,3,0,0,0,0,0,0,0,0,0,121,135,256
Region IV-A,Cavite,Trece Martirez City,402355,"Elim Christian Academy, Inc.",Trece-Tanza Road,CAVITE,TRECE MARTIRES CITY (Capital),7th District,DE OCAMPO,Private,Non-Sectarian ,School with no Annexes,All Offering,11,14,6,5,8,6,8,11,12,12,10,6,9,5,0,0,21,9,9,14,10,14,9,7,0,0,1,0,6,6,11,9,0,0,0,0,4,2,0,0,0,0,2,1,2,5,12,15,0,0,0,0,1,6,0,0,0,0,0,147,152,299
Region IV-A,Cavite,Trece Martirez City,402361,Krislizz International Academy Inc.,"Marcins Ave. CHES II,Lapidario Trece Martires City",CAVITE,TRECE MARTIRES CITY (Capital),6th District,LAPIDARIO (BAYOG),Private,Non-Sectarian ,School with no Annexes,All Offering,15,14,13,13,12,9,5,5,13,14,11,12,12,11,0,0,16,12,15,17,11,10,10,13,0,0,6,16,17,21,22,24,0,0,0,0,0,0,0,0,0,0,13,24,32,19,37,35,0,0,0,0,0,0,0,0,0,0,0,259,270,529
Region IV-A,Cavite,Trece Martirez City,402363,Notre Dame of Trece Martires,Governor's Drive,CAVITE,TRECE MARTIRES CITY (Capital),7th District,CABUCO,Private,Non-Sectarian ,School with no Annexes,All Offering,13,13,14,10,15,15,18,22,13,14,13,13,21,12,0,0,22,20,23,17,24,18,20,24,0,0,85,230,596,381,350,298,0,0,0,0,333,252,0,0,0,0,147,354,553,482,415,341,0,0,0,0,379,351,0,0,0,0,0,3047,2874,5921
Region IV-A,Cavite,Trece Martirez City,402365,"St. Jude Parish School, Inc.","San Agustin, Trece Martires City",CAVITE,TRECE MARTIRES CITY (Capital),6th District,SAN AGUSTIN (POB.),Private,Sectarian ,School with no Annexes,All Offering,26,38,41,32,31,27,36,26,30,19,27,24,36,23,0,0,72,81,71,82,74,63,75,78,0,0,68,151,164,130,325,284,0,0,0,0,0,0,0,0,0,0,32,82,100,81,172,197,0,0,0,0,0,0,0,0,0,0,0,1386,1412,2798
Region IV-A,Cavite,Trece Martirez City,402366,"Sto. Niño De Praga Academy of La Paz Homes II, Inc.",La Paz Homes II,CAVITE,TRECE MARTIRES CITY (Capital),6th District,CABEZAS,Private,Non-Sectarian ,School with no Annexes,All Offering,18,18,21,14,20,20,16,16,25,21,17,13,24,17,0,0,20,29,25,22,21,22,23,25,0,0,1,10,11,9,17,11,0,0,0,0,0,0,0,0,0,0,5,9,11,13,17,18,0,0,0,0,0,0,0,0,0,0,0,283,296,579
Region IV-A,Cavite,Trece Martirez City,424135,Amore Academy of TMC Cavite Inc.,"trece - indang road, Luciano",CAVITE,TRECE MARTIRES CITY (Capital),6th District,LUCIANO (BITANGAN),Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,21,9,14,9,19,13,13,7,11,8,10,13,0,0,20,13,25,17,17,14,27,17,0,0,2,9,26,16,24,16,0,0,0,0,8,12,0,0,0,0,3,6,27,18,28,16,0,0,0,0,26,14,0,0,0,0,0,304,244,548
Region IV-A,Cavite,Trece Martirez City,424136,Lyceum of Cavite -East,B12 L2-8 P2 Regina Ville 2000,CAVITE,TRECE MARTIRES CITY (Capital),7th District,INOCENCIO (B. POOK),Private,Non-Sectarian ,School with no Annexes,All Offering,3,4,3,4,5,1,1,5,1,0,2,2,5,7,0,0,3,5,2,2,5,4,5,5,0,0,8,17,26,29,18,19,0,0,0,0,30,36,0,0,0,0,5,11,11,27,5,6,3,9,0,0,22,22,0,0,0,0,0,162,216,378
Region IV-A,Cavite,Trece Martirez City,424230,Saint Thomas Becket Academy,Indang Road,CAVITE,TRECE MARTIRES CITY (Capital),7th District,INOCENCIO (B. POOK),Private,Non-Sectarian ,School with no Annexes,All Offering,6,11,10,6,5,2,6,7,6,10,7,7,7,7,0,0,10,13,10,7,14,14,7,13,0,0,1,7,7,5,11,14,0,0,0,0,0,0,0,0,0,0,3,9,8,7,9,12,0,0,0,0,0,0,0,0,0,0,0,121,157,278
Region IV-A,Cavite,Trece Martirez City,424231,New Generation International School,Tres Cruses Road,CAVITE,TRECE MARTIRES CITY (Capital),6th District,DE OCAMPO,Private,Non-Sectarian ,School with no Annexes,All Offering,20,13,15,10,13,13,19,8,10,10,11,11,18,13,0,0,20,13,19,6,15,12,13,10,0,0,0,0,0,0,84,95,0,0,0,0,34,19,0,0,0,0,0,0,0,0,55,57,0,0,0,0,19,15,0,0,0,0,0,348,322,670
Region IV-A,Cavite,Trece Martirez City,424241,Gateway International School of Science & Technology,SUMMERFIELD SUBDIVISION,CAVITE,TRECE MARTIRES CITY (Capital),6th District,OSORIO,Private,Non-Sectarian ,School with no Annexes,All Offering,1,9,8,8,6,8,13,5,5,1,6,4,7,3,0,0,10,19,13,9,10,8,19,16,0,0,3,1,6,1,6,4,0,0,0,0,0,0,0,0,0,0,3,6,7,2,13,8,0,0,0,0,0,0,0,0,0,0,0,138,110,248
Region IV-A,Laguna,Alaminos,402161,Colegio de Los Baños,"Lopez Avenue, Batong Malake, Los Baños, Laguna",LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,13,10,36,18,20,8,0,0,41,82,82,85,88,86,133,90,0,0,30,14,0,0,0,0,60,117,69,86,73,79,170,92,0,0,35,7,0,0,0,0,0,836,820,1656
Region IV-A,Laguna,Alaminos,402402,Marcelino Fule Memorial College,M.H. Del Pilar St.,LAGUNA,ALAMINOS,3rd District,BARANGAY I (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,6,4,4,2,5,3,1,4,5,1,2,1,0,4,0,0,17,29,24,42,18,41,49,41,0,0,3,7,12,14,15,15,0,0,0,0,10,2,0,0,0,0,6,17,15,18,21,25,0,0,0,0,15,10,0,0,0,0,0,234,274,508
Region IV-A,Laguna,Alaminos,402404,"Saint Paul Learning School of Alaminos,laguna","Alaminos Heights ,,Alaminos, Laguna",LAGUNA,ALAMINOS,3rd District,BARANGAY II (POB.),Private,Sectarian ,School with no Annexes,All Offering,16,10,10,12,10,7,9,9,9,10,5,10,8,8,0,0,18,25,21,11,13,14,29,6,0,0,0,0,0,0,0,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0,0,0,0,0,0,190,175,365
Region IV-A,Laguna,Alaminos,402552,Blessed James Cusmano Academy,"BRGY. SAN ANTONIO MABITAC, LAGUNA",LAGUNA,MABITAC,4th District,SAN ANTONIO,Private,Sectarian ,School with no Annexes,All Offering,0,0,0,1,3,2,1,5,2,2,0,3,5,4,0,0,14,15,13,3,11,14,11,4,0,0,0,3,9,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,151
Region IV-A,Laguna,Alaminos,424531,Palm Valley Multiple Intelligence School,483 denmark St. Alaminos heights Subd.,LAGUNA,ALAMINOS,3rd District,BARANGAY II (POB.),Private,Sectarian ,School with no Annexes,All Offering,9,7,4,8,3,5,4,5,12,4,6,6,7,3,0,0,16,4,5,3,8,3,4,7,0,0,0,0,7,9,14,21,0,0,0,0,0,0,0,0,0,0,5,9,4,9,12,15,0,0,0,0,0,0,0,0,0,0,0,108,130,238
Region IV-A,Laguna,Bay,402411,Jehovah Shammah Christian Comm. School - Main,645 Zennia,LAGUNA,BAY,2nd District,PACIANO RIZAL,Private,Non-Sectarian ,Mother school,All Offering,5,5,7,3,8,5,8,7,5,2,5,5,10,7,0,0,14,8,11,10,13,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,98,76,174
Region IV-A,Laguna,Bay,402412,Jehovah Shammah Christian Comm. School- Annex,"9003 BE Lopez Jaena St.,Bitin,Bay,",LAGUNA,BAY,2nd District,BITIN,Private,Non-Sectarian ,Annex or Extension school(s),All Offering,5,7,10,6,10,9,4,4,8,10,4,7,8,2,0,0,17,12,15,12,15,9,13,12,0,0,0,0,0,0,0,0,11,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,2,0,0,0,0,0,0,132,128,260
Region IV-A,Laguna,Bay,402414,"Little People's School, Inc.",413 San Isidro,LAGUNA,BAY,2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,All Offering,1,7,3,3,1,2,5,3,4,5,3,2,2,8,0,0,9,3,10,10,2,4,8,12,0,0,4,11,4,3,0,0,14,8,0,0,0,0,0,0,0,0,2,4,5,4,0,0,7,3,0,0,0,0,0,0,0,0,0,86,90,176
Region IV-A,Laguna,Bay,402415,Maranatha Christian Academy of Calo Bay Inc.,"#507 Brgy. Calo, Purok 5, Bay, Laguna",LAGUNA,BAY,2nd District,CALO,Private,Non-Sectarian ,School with no Annexes,All Offering,15,11,12,9,12,8,8,18,12,6,12,6,8,13,0,0,6,22,11,16,20,21,7,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,144,138,282
Region IV-A,Laguna,Bay,402416,Science and Technology School of Los Baños,"Sampaguita St. Paciano Rizal, Bay , Laguna",LAGUNA,BAY,2nd District,PACIANO RIZAL,Private,Non-Sectarian ,School with no Annexes,All Offering,8,9,5,5,5,2,2,6,5,7,5,5,5,5,0,0,5,2,7,5,5,7,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55,61,116
Region IV-A,Laguna,Calauan,402505,Grace Christian Community School,"Roadside Park Subd., Prinza, Calauan, Laguna",LAGUNA,CALAUAN,3rd District,PRINZA,Private,Non-Sectarian ,School with no Annexes,All Offering,0,1,1,0,2,2,1,2,0,3,1,0,3,2,0,0,2,3,4,1,2,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,61
Region IV-A,Laguna,Calauan,402507,Liceo de Calauan,Brgy. Silangan,LAGUNA,CALAUAN,3rd District,SILANGAN (POB.),Private,Sectarian ,School with no Annexes,All Offering,4,4,2,6,5,6,9,4,1,3,5,1,2,3,0,0,44,48,44,28,49,44,39,42,0,0,14,24,37,25,30,15,24,15,0,0,0,0,0,0,0,0,13,19,26,19,18,23,24,4,0,0,0,0,0,0,0,0,0,386,337,723
Region IV-A,Laguna,Calauan,402509,The Refiner's Christian School,G. Medel St.,LAGUNA,CALAUAN,3rd District,KANLURAN (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,11,8,4,9,12,11,16,9,7,14,8,10,12,8,0,0,23,14,17,24,18,16,18,17,0,0,0,0,5,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,4,0,0,10,5,0,0,0,0,0,0,0,0,0,170,158,328
Region IV-A,Laguna,Cavinti,402511,Liceo de Cavinti,Cailles,LAGUNA,CAVINTI,4th District,POBLACION,Private,Sectarian ,School with no Annexes,All Offering,4,3,1,2,3,0,4,3,1,4,7,1,6,4,0,0,13,20,25,14,13,14,20,10,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,113,99,212
Region IV-A,Laguna,Liliw,402516,Liceo de Liliw,"Poblacion , Liliw, Laguna",LAGUNA,LILIW,3rd District,PAG-ASA (POB.),Private,Sectarian ,School with no Annexes,All Offering,19,11,10,13,17,9,11,11,12,12,14,11,11,8,0,0,21,24,17,16,24,21,22,20,0,0,21,5,0,0,15,17,0,0,0,0,0,0,0,0,0,0,1,9,0,0,8,18,11,5,0,0,0,0,0,0,0,0,0,224,220,444
Region IV-A,Laguna,Los Baños,402521,Christian Bible Baptist Academy,Nature's Ville,LAGUNA,LOS BAÑOS,2nd District,ANOS,Private,Sectarian ,School with no Annexes,All Offering,0,0,1,2,3,4,5,2,0,1,3,2,3,2,0,0,4,5,1,2,7,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,33,24,57
Region IV-A,Laguna,Los Baños,402522,Christian School International,9 Kanluran Road,LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,20,18,21,28,30,30,33,42,23,26,32,34,29,28,0,0,26,36,37,27,22,31,30,38,0,0,7,4,0,0,13,17,0,0,0,0,0,0,0,0,0,0,9,5,0,0,38,30,0,0,0,0,0,0,0,0,0,0,0,397,367,764
Region IV-A,Laguna,Los Baños,402528,"Joy Learning School, Inc.",12052 V Menguito,LAGUNA,LOS BAÑOS,2nd District,MAYONDON,Private,Non-Sectarian ,School with no Annexes,All Offering,5,9,4,4,7,3,6,2,1,3,3,5,1,2,0,0,8,7,4,6,3,6,3,4,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,59,53,112
Region IV-A,Laguna,Los Baños,402529,Liceo de Los Baños,M. Palis St.,LAGUNA,LOS BAÑOS,2nd District,TIMUGAN (POB.),Private,Sectarian ,School with no Annexes,All Offering,10,11,8,10,11,7,13,15,14,6,7,11,15,13,0,0,42,39,45,42,45,33,42,30,0,0,28,50,77,39,44,53,47,18,0,0,0,0,0,0,0,0,37,41,72,47,42,46,81,32,0,0,0,0,0,0,0,0,0,670,553,1223
Region IV-A,Laguna,Los Baños,402532,Maquiling School Inc.,"Purok 1, Puypuy, Bay, Laguna",LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,5,8,10,12,11,12,8,7,4,12,10,10,12,8,0,0,9,13,2,7,9,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,0,0,0,0,0,0,0,0,0,101,99,200
Region IV-A,Laguna,Los Baños,402533,"Maranatha Christian Academy, Inc.","9029 Batong Malake, Los Baños, Laguna",LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,14,6,8,5,12,1,6,9,7,8,7,5,10,4,0,0,10,6,8,2,12,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,161
Region IV-A,Laguna,Los Baños,402536,"Morning Star Montessori School, Inc.","LA Village Tuntungin Los Banos, Laguna",LAGUNA,LOS BAÑOS,2nd District,PUTHO TUNTUNGIN,Private,Non-Sectarian ,School with no Annexes,All Offering,22,28,45,38,38,38,43,54,39,41,39,24,53,46,0,0,17,11,27,18,10,19,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,333,684
Region IV-A,Laguna,Los Baños,402538,Saint Anthony School of Los Baños Inc,"Jardin Leonila Subd., Maahas, Los baños, Laguna",LAGUNA,LOS BAÑOS,2nd District,MAAHAS,Private,Non-Sectarian ,School with no Annexes,All Offering,7,9,7,11,7,9,6,5,14,12,9,5,9,2,0,0,9,5,13,3,7,2,7,4,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,107,94,201
Region IV-A,Laguna,Los Baños,402539,South Hill School Inc.,"IPB Road, Putho-Tuntungin, Los Banos, Laguna",LAGUNA,LOS BAÑOS,2nd District,PUTHO TUNTUNGIN,Private,Non-Sectarian ,School with no Annexes,All Offering,6,4,11,18,11,10,17,21,11,14,16,13,22,24,0,0,24,13,21,19,15,13,16,16,0,0,2,3,2,5,13,13,0,0,0,0,0,0,0,0,0,0,2,1,2,5,11,13,0,0,0,0,0,0,0,0,0,0,0,203,204,407
Region IV-A,Laguna,Los Baños,402540,TRACE College,"El Danda St., Batong Malake, Los Banos, Laguna",LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,13,11,12,11,13,13,10,13,12,13,12,17,19,10,0,0,45,47,45,43,42,41,51,48,0,0,58,147,92,134,250,277,14,11,0,0,120,63,15,0,7,16,42,98,48,79,152,180,25,20,0,0,74,59,3,3,7,11,0,1172,1374,2546
Region IV-A,Laguna,Los Baños,424555,The Learning Place,"10966 Kanluran Rd. Faculty Hills, UPLB",LAGUNA,LOS BAÑOS,2nd District,BATONG MALAKE,Private,Non-Sectarian ,School with no Annexes,All Offering,28,16,20,27,31,24,23,35,22,31,33,25,23,22,1,0,17,20,12,20,11,5,18,21,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,1,272,244,516
Region IV-A,Laguna,Luisiana,402543,Liceo de Luisiana,Bonifacio,LAGUNA,LUISIANA,4th District,BARANGAY ZONE I (POB.),Private,Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,45,35,24,31,39,48,0,0,0,0,14,11,30,14,3,10,0,0,0,0,0,0,0,0,0,0,7,10,28,15,18,9,0,0,0,0,0,0,0,0,0,242,211,453
Region IV-A,Laguna,Lumban-Kalayaan,402547,Little Shepherd Integrated Montessori,"National Road, Brgy. Lewin, Lumban ,Laguna",LAGUNA,LUMBAN,4th District,LEWIN,Private,Non-Sectarian ,School with no Annexes,All Offering,21,17,18,21,25,18,21,23,20,18,14,14,19,14,0,0,25,17,24,24,25,23,26,19,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,255,228,483
Region IV-A,Laguna,Majayjay,402556,Liceo de Majayjay,Plaza Rizal St. Brgy. Santa Catalina,LAGUNA,MAJAYJAY,4th District,SANTA CATALINA (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,8,2,7,9,5,8,9,10,4,7,6,3,6,4,0,0,24,22,16,21,16,17,14,23,0,0,1,2,2,1,20,16,10,5,0,0,0,0,0,0,0,0,4,7,3,13,7,8,2,3,0,0,0,0,0,0,0,0,0,188,157,345
Region IV-A,Laguna,Nagcarlan-Rizal,402557,Elyon Academia Foundation,"Brgy. Alibumbungan, Nagcarlan  , Laguna",LAGUNA,NAGCARLAN,3rd District,ALIBUNGBUNGAN,Private,Non-Sectarian ,School with no Annexes,All Offering,0,1,2,1,1,0,0,3,3,2,1,0,0,1,0,0,2,7,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,14,36
Region IV-A,Laguna,Nagcarlan-Rizal,402562,Rizal Standard Academy,"Rizal Ave, Brgy II, Nagcarlan, Laguna",LAGUNA,NAGCARLAN,3rd District,POBLACION II (POB.),Private,Sectarian ,School with no Annexes,All Offering,0,0,9,4,7,6,11,5,4,6,6,13,11,11,0,0,42,60,37,46,47,55,37,49,0,0,0,0,0,0,0,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,281,285,566
Region IV-A,Laguna,Paete,402564,Liceo de Paete,"B-9 Tinawin St. Paete, Laguna",LAGUNA,PAETE,4th District,IBABA DEL NORTE (POB.),Private,Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,31,30,28,20,32,30,0,0,0,0,0,0,3,3,14,15,0,0,0,0,0,0,0,0,0,0,0,0,20,7,13,5,0,0,0,0,0,0,0,0,0,176,140,316
Region IV-A,Laguna,Paete,424559,PAETE SCIENCE AND BUSINESS COLLEGE INC.(Eastern Laguna Colleges),J.P.Rizal Street,LAGUNA,PAETE,4th District,ILAYA DEL SUR (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,12,7,11,11,13,7,17,12,12,12,10,10,16,10,0,0,43,44,50,54,68,51,47,49,0,0,24,45,40,37,77,78,0,0,0,0,61,30,0,0,0,0,14,57,27,34,66,60,0,0,0,0,71,43,0,0,0,0,0,654,676,1330
Region IV-A,Laguna,Pagsanjan,402568,Liceo de Pagsanjan,"Gen. Taino St. Pagsanjan, Laguna",LAGUNA,PAGSANJAN,4th District,BARANGAY I (POB.),Private,Sectarian ,School with no Annexes,All Offering,9,2,10,4,9,7,10,9,12,7,13,1,9,9,0,0,44,44,42,54,45,45,50,51,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,266,258,524
Region IV-A,Laguna,Pagsanjan,402570,Pagsanjan Academy,632 Mabini St.,LAGUNA,PAGSANJAN,4th District,BARANGAY II (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,7,6,4,6,2,6,8,3,3,6,4,1,4,0,0,0,9,3,9,3,9,2,3,2,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,47,111
Region IV-A,Laguna,Pagsanjan,409891,Paete Science and Business College Inc.,`,LAGUNA,PAGSANJAN,4th District,SAMPALOC,Private,Non-Sectarian ,School with no Annexes,All Offering,4,5,3,7,0,3,2,4,3,6,0,4,1,6,0,0,3,0,2,11,5,0,6,7,0,0,12,22,57,16,37,32,0,0,0,0,13,15,0,0,0,0,3,9,19,23,30,30,0,0,0,0,10,6,0,0,0,0,0,220,196,416
Region IV-A,Laguna,Pangil-Pakil,402571,Liceo de Pakil,"V. Rarela St. Burgos Pakil, Laguna",LAGUNA,PAKIL,4th District,BURGOS (POB.),Private,Sectarian ,School with no Annexes,All Offering,6,3,5,7,5,6,5,11,2,2,4,4,6,1,0,0,28,30,21,32,21,34,35,22,0,0,3,5,0,0,20,15,0,0,0,0,0,0,0,0,0,0,4,3,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,195,165,360
Region IV-A,Laguna,Pila,402575,Colegio Monterei de Pila Child Development Inc.,National Highway,LAGUNA,PILA,4th District,SANTA CLARA SUR (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,6,10,3,0,6,3,5,6,8,0,8,6,9,5,0,0,0,5,4,5,0,13,3,9,0,0,14,27,35,47,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,176,318
Region IV-A,Laguna,Pila,402576,Liceo de Pila,"San Antonio St., Pila, Laguna",LAGUNA,PILA,4th District,BULILAN SUR (POB.),Private,Sectarian ,School with no Annexes,All Offering,11,11,10,6,7,10,7,12,13,8,20,7,16,16,0,0,76,79,67,89,78,83,79,86,0,0,0,0,0,0,18,27,61,16,0,0,0,0,0,0,0,0,0,0,0,0,10,10,34,7,0,0,0,0,0,0,0,0,0,497,477,974
Region IV-A,Laguna,Pila,402578,"St. Therese School of Arts & Science, Inc.","Brgy. Bulilan Sur, Pila, Laguna",LAGUNA,PILA,4th District,BULILAN SUR (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,2,1,7,3,6,3,6,9,2,4,4,7,2,3,0,0,11,15,18,8,16,20,14,14,0,0,5,20,56,42,36,22,9,0,0,0,0,0,0,0,0,0,10,40,36,36,38,28,14,5,0,0,0,0,0,0,0,0,0,292,280,572
Region IV-A,Laguna,Pila,402579,South Greenville School,"National Highway, Pila Laguna",LAGUNA,PILA,4th District,BAGONG POOK,Private,Non-Sectarian ,School with no Annexes,All Offering,9,11,6,10,8,5,6,5,10,12,5,3,6,7,0,0,10,6,8,2,13,9,15,4,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,0,0,0,0,0,0,109,134,243
Region IV-A,Laguna,Pila,424514,San Antonio de Padua College,"NAT'L HI WAY, STA CLARA SUR, PILA, LAGUNA",LAGUNA,PILA,4th District,SANTA CLARA SUR (POB.),Private,Non-Sectarian ,School with no Annexes,All Offering,10,6,6,9,8,5,6,6,7,7,14,0,10,9,0,0,51,34,33,34,44,33,40,43,0,0,6,11,16,18,36,51,0,0,0,0,13,15,0,0,0,0,5,13,8,19,30,41,0,0,0,0,14,9,0,0,0,0,0,330,390,720
Region IV-A,Laguna,Santa Cruz,402647,Immaculate Conception Catholic School,"Valenzuela St., Brgy Polblacion 3, Sta Cruz, Laguna",LAGUNA,SANTA CRUZ (Capital),4th District,BARANGAY III (POB.),Private,Sectarian ,School with no Annexes,All Offering,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,24,20,12,12,7,12,12,16,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,67,156
