Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G1 Male,G2 Male,G3 Male,G4 Male,G5 Male,G6 Male,G1 Female,G2 Female,G3 Female,G4 Female,G5 Female,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region IV-A,Rizal,Angono,402848,Crossmount School of Arts & Trade,Mt. Banahaw  Street Phase I Grandvalley Subdivision,RIZAL,ANGONO,1st District,MAHABANG PARANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,3,7,9,3,0,2,4,3,9,2,0,0,3,2,5,0,3,1,3,2,0,0,0,46,32,78
Region IV-A,Rizal,Angono,402861,Seven Angels College,Mt. Apo St. Phase 1 Grandvalley Subdivision,RIZAL,ANGONO,1st District,MAHABANG PARANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,8,2,3,1,3,4,3,8,2,1,2,0,0,1,1,1,0,0,1,2,0,0,0,0,32,29,61
Region IV-A,Rizal,Angono,425707,Charis Praise Christian Academy,"Isaac Ave. Purok 3, Zone 1",RIZAL,ANGONO,1st District,MAHABANG PARANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,1,5,1,3,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,39
Region IV-A,Rizal,Teresa,403148,Sta. Dorotea Academy,22 Magsaysay Avenue,RIZAL,TERESA,2nd District,SAN ROQUE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,7,8,6,7,4,12,8,7,5,4,4,0,0,6,11,8,11,7,5,9,7,0,0,0,84,77,161
Region IV-A,Rizal,Teresa,403151,Alzira de Sousa College,Canlibot,RIZAL,TERESA,2nd District,BAGUMBAYAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,5,8,6,3,6,4,7,9,4,9,5,0,0,7,3,4,6,4,4,6,1,0,0,0,62,63,125
Region IV-A,Rizal,Binangonan I,402980,"Elim Christian School of Binangonan, Inc.",Ceñidoza Street,RIZAL,BINANGONAN,1st District,MAMBOG,Private,Sectarian ,School with no Annexes,ES and JHS,4,5,7,4,1,5,4,6,4,1,9,6,0,0,3,5,2,7,3,6,3,9,0,0,0,48,55,103
Region IV-A,Rizal,Binangonan I,407863,RAISES MONTESSORI ACADEME INC. - CALUMPANG,116 Provincial Road Calumpang,RIZAL,BINANGONAN,1st District,CALUMPANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,15,16,9,15,23,23,17,18,18,17,22,0,0,12,11,10,10,10,9,6,6,0,0,0,152,169,321
Region IV-A,Rizal,Binangonan I,425580,"Child's Place Developmentally Appropriate Program School, Inc.",453 National Road,RIZAL,BINANGONAN,1st District,CALUMPANG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,9,3,8,11,9,7,9,1,3,6,6,0,0,6,7,7,5,9,2,10,7,0,0,0,81,67,148
Region IV-A,Rizal,Cainta I (Cainta),403030,"Harvest of Wisdom Mont. School, Inc.",Mayflower St. cor. Iris St. Greenland Subd.,RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,41,37,31,25,31,24,39,37,32,18,26,19,0,0,9,11,9,9,8,5,4,3,0,0,0,264,227,491
Region IV-A,Rizal,Cainta I (Cainta),403037,Pilgrim Baptist Academy,Blk2 Lot5 M. Javier Ext. St. Dominic Subd.,RIZAL,CAINTA,1st District,SANTO NINO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,4,0,2,3,3,2,2,5,5,6,3,0,0,9,1,3,1,5,7,3,3,0,0,0,33,44,77
Region IV-A,Rizal,Cainta I (Cainta),403046,Scholastica de San Alfonso Inc.,24 Badminton St. NSFV,RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,6,5,5,8,14,8,9,2,6,8,7,0,0,4,8,6,8,5,11,4,9,0,0,0,83,74,157
Region IV-A,Rizal,Cainta I (Cainta),408339,"FAITH ACADEMY, INC.",PENNY LANE STREET VALLEY GOLF SUBD.,RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,3,7,8,2,0,3,5,3,5,1,0,0,11,12,19,25,9,16,16,31,0,0,0,90,89,179
Region IV-A,Rizal,Cainta I (Cainta),408983,Faith Baptist Academy of Cainta Inc.,"WEPAPCI Blvd. Anak-Pawis II, Westbank Floodway, San Andres",RIZAL,CAINTA,1st District,SAN ANDRES (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,3,2,1,0,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32
Region IV-A,Rizal,Cainta I (Cainta),425507,Life Touchers Community School,"157 Marick Drive, Marick Subd.",RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,8,6,5,11,5,9,12,12,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,53,55,108
Region IV-A,Rizal,Cainta I (Cainta),425548,St. Michael Montessori Integrated School,315 Dama de Noche St. PFCI,RIZAL,CAINTA,1st District,SAN ANDRES (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,4,10,9,12,7,14,11,14,8,9,8,0,0,5,6,14,8,4,7,9,12,0,0,0,92,108,200
Region IV-A,Rizal,Cainta I (Cainta),425551,"St. Therese of Lisieux School of Cainta, Inc.",888 Sampaguita St. Midtown Village,RIZAL,CAINTA,1st District,SAN ANDRES (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,28,25,16,15,17,23,10,17,13,14,12,11,0,0,9,8,9,10,12,11,10,10,0,0,0,187,139,326
Region IV-A,Rizal,Cainta I (Cainta),425676,Godly Kids Christian Learning Center,"15 A Ipil St., Saint Anthony",RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,1,2,4,2,4,7,3,2,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,19,29,48
Region IV-A,Rizal,Cainta I (Cainta),425678,Glory Land Christian Academy,Blk. 16 Kabisig,RIZAL,CAINTA,1st District,SAN ANDRES (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,15,5,6,6,8,2,9,6,8,8,4,3,0,0,5,5,0,2,2,1,4,2,0,0,0,63,56,119
Region IV-A,Rizal,Cardona,403053,CJ Learning Center,Balso,RIZAL,CARDONA,2nd District,CALAHAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,3,4,3,2,5,1,3,4,2,1,2,0,0,3,5,9,9,2,3,7,5,0,0,0,46,32,78
Region IV-A,Rizal,Cardona,403054,MV Montessori Integrated School,1446 Rizal Street,RIZAL,CARDONA,2nd District,REAL (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,1,7,5,11,4,3,2,6,7,8,0,0,9,18,6,7,8,15,3,2,0,0,0,70,61,131
Region IV-A,Rizal,Pililla,409966,BON JASPER ANGELS ACADEMY INC.,G. Paz Street,RIZAL,PILILLA,2nd District,HULO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,4,6,2,2,2,2,6,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,16,36
Region IV-A,Rizal,Pililla,425567,St. Peter the Apostle School of Rizal Inc.,#85 A. Mabini St.,RIZAL,PILILLA,2nd District,HULO (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,2,9,2,3,6,2,5,4,6,8,5,0,0,0,1,3,0,0,3,1,0,0,0,0,35,35,70
Region IV-A,Rizal,Pililla,425718,Peniel Integrated Christian Academy of Quisao,J.P. Rizal St.,RIZAL,PILILLA,2nd District,QUISAO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,3,4,1,3,4,4,1,4,0,3,0,0,0,1,0,1,4,2,2,0,7,0,0,0,29,28,57
Region IV-A,Rizal,Rodriguez I (Rodriguez),410037,OB CHRISTIAN COMMUNITY SCHOOL,"Blk 17 Lot 27 Amityville Subd.,",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,6,3,0,4,0,0,0,1,1,2,0,0,1,2,0,0,0,2,0,0,0,0,0,21,7,28
Region IV-A,Rizal,Rodriguez I (Rodriguez),425524,"Gain Christian Academy of Montalban, Inc.","Apo St. Ext., Metro Montaña Village, Burgos,",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,BURGOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,29,29,28,23,20,19,20,25,21,14,17,19,0,0,8,10,14,8,11,12,6,5,0,0,0,218,170,388
Region IV-A,Rizal,Rodriguez I (Rodriguez),425662,St. Margarette Integrated Learning School,Blk.9 Lot11 Summit View Subd.,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN RAFAEL,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,2,1,0,1,3,0,1,1,0,4,0,0,1,2,0,0,0,1,0,0,0,0,0,11,10,21
Region IV-A,Rizal,Rodriguez I (Rodriguez),425664,Maranatha Christian Academy,# 78 J.P Rizal Ave.,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,MANGGAHAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,8,4,6,7,9,5,3,7,3,3,6,0,0,1,8,9,4,8,7,3,2,0,0,0,66,50,116
Region IV-A,Rizal,San Mateo,403085,Christian Care Academy,2855 B4B5 Paraiso St.,RIZAL,SAN MATEO,2nd District,AMPID II,Private,Non-Sectarian ,School with no Annexes,ES and JHS,16,15,12,23,11,13,18,11,19,13,19,16,0,0,15,19,11,8,16,10,8,6,0,0,0,148,138,286
Region IV-A,Rizal,San Mateo,403087,Academe Deo Favente Int'l.,Phase 2 Sta. Barbara Villas I Silangan,RIZAL,SAN MATEO,2nd District,SILANGAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,10,11,4,5,7,8,2,7,2,5,4,0,0,3,9,11,2,2,7,8,7,0,0,0,75,58,133
Region IV-A,Rizal,San Mateo,403104,"Saint Mary Integrated Learning School, Inc.",11 Mars St. Sta. Maria Subd Ampid 1 San Mateo Rizal.,RIZAL,SAN MATEO,2nd District,AMPID I,Private,Non-Sectarian ,School with no Annexes,ES and JHS,4,3,1,2,5,3,5,2,7,1,5,1,0,0,1,3,3,0,0,3,3,1,0,0,0,30,32,62
Region IV-A,Rizal,San Mateo,410897,VICTORIOUS CHILDREN LEARNING ACADEMY INC.,"Sala Road, Guitnang Bayan I",RIZAL,SAN MATEO,2nd District,GUITNANG BAYAN I (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,2,2,3,4,1,5,4,2,5,3,4,5,0,0,12,7,0,0,9,7,0,0,0,0,0,40,43,83
Region IV-A,Rizal,San Mateo,425593,Saint Joseph Montessori Integrated School Foundation (Annex),Holy Family Subd. Brgy. Silangan,RIZAL,SAN MATEO,2nd District,SILANGAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,4,1,5,3,4,0,4,2,3,3,6,0,0,2,1,1,3,2,6,0,3,0,0,0,28,31,59
Region IV-A,Rizal,San Mateo,425666,Maria Carmeli Catholic School,B4 L33 Phase 4A Tierra Monte Subd.,RIZAL,SAN MATEO,2nd District,SILANGAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,2,4,3,2,4,4,0,5,3,4,6,0,0,4,2,1,3,4,2,4,1,0,0,0,34,38,72
Region IV-A,Rizal,Tanay I,403113,Greenfield Montessori School (Main),E. Rodriguez Avenue,RIZAL,TANAY,2nd District,KATIPUNAN-BAYAN (POB.),Private,Non-Sectarian ,Mother school,ES and JHS,10,19,8,7,7,20,12,10,16,6,3,14,0,0,33,34,46,54,20,55,54,46,0,0,0,243,242,485
Region IV-A,Rizal,Tanay I,425578,Academy of St. Peter,Km. 52 Manila East Road,RIZAL,TANAY,2nd District,TANDANG KUTYO (POB.),Private,Sectarian ,School with no Annexes,ES and JHS,4,3,2,0,4,4,5,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42
Region IV-A,Rizal,Tanay I,425699,"CCC Joyful Christian School, Inc.",Sampaloc Rd.,RIZAL,TANAY,2nd District,PLAZA ALDEA (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,15,7,8,16,5,8,8,4,10,9,10,0,0,8,4,4,6,5,7,9,8,0,0,0,92,86,178
Region IV-A,Rizal,Taytay I,403129,"Lord's Jewels Christian School, Inc.",Venus St.,RIZAL,TAYTAY,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,17,15,12,16,26,14,12,11,17,14,12,0,0,16,15,16,19,12,18,21,15,0,0,0,176,159,335
Region IV-A,Rizal,Taytay II,403136,"Shalom Learning Center, Inc.",Italia St.,RIZAL,TAYTAY,1st District,MUZON,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,2,1,2,2,3,1,3,1,3,2,0,0,1,1,2,1,4,0,1,0,0,0,0,34,38,72
Region IV-A,Rizal,Taytay II,403141,Star of Hope Christian School,SAN LORENZO RUIZ,RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,25,31,32,30,35,30,29,28,26,25,35,25,0,0,51,39,47,44,46,50,55,56,0,0,0,394,421,815
Region IV-A,Rizal,Taytay II,425645,Philippians Montessori School Inc.,Lot 5-7 Monte Carlo Street El Monteverde Subdivision,RIZAL,TAYTAY,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,39,31,42,44,40,54,58,60,46,37,44,50,0,0,20,13,19,17,34,13,24,16,0,0,0,362,434,796
Region IV-A,Rizal,Cainta II,403004,Academy of Christian Excellence Montessori,"Lot 1 & 2 Karangalan Drive, San Isidro",RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,7,4,2,10,2,8,9,9,6,2,8,0,0,3,0,3,5,1,6,4,2,0,0,0,48,69,117
Region IV-A,Rizal,Cainta II,403010,"Dayspring Academy, Inc.",183 Sunset Drive Brookside Hills Subd.,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,3,1,2,3,2,6,1,4,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,58
Region IV-A,Rizal,Cainta II,403017,Greenpark Montessori Learning Center,56 B. Soliven Ave. Greenpark Village,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,17,15,15,8,27,8,20,13,13,21,12,0,0,19,15,15,13,14,21,12,9,0,0,0,159,147,306
Region IV-A,Rizal,Cainta II,403023,"La Petite Learning Center, Inc.",27 Ferrari St.,RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,3,3,0,1,2,1,2,4,1,0,0,0,0,2,2,1,1,0,1,1,0,0,0,0,30,17,47
Region IV-A,Rizal,Cainta II,403035,Peniel Integrated Christian Academy,42 BURGOS ST. VISTA VERDE EXEC. VILL.,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,110,129,141,137,127,124,107,128,140,106,125,122,0,0,85,74,82,59,72,69,68,58,0,0,0,1143,1091,2234
Region IV-A,Rizal,Cainta II,403038,"Queen Mary Learning Center of Cainta, Inc.",1607 Birmingham St. Brookside Hills Subdivision,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,8,6,2,3,6,1,3,1,1,5,1,0,0,1,2,2,1,4,4,3,3,0,0,0,39,30,69
Region IV-A,Rizal,Cainta II,403044,Saint Francis of Assissi Montessori School,45 Golf,RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,24,26,23,23,21,17,19,10,18,27,22,24,0,0,13,19,13,9,13,9,10,15,0,0,0,201,176,377
Region IV-A,Rizal,Cainta II,403048,Valley View Academy,"Phase 3A, Valley View Executive Village",RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,14,9,9,8,9,5,9,11,9,12,11,14,0,0,12,12,13,5,6,12,14,9,0,0,0,110,121,231
Region IV-A,Rizal,Cainta II,403050,"Wesleyan Academy, Inc.",109 St. Joseph Drive. St. Joseph Subd.,RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,17,11,19,17,12,11,9,6,8,10,10,0,0,6,10,11,8,11,13,9,6,0,0,0,136,99,235
Region IV-A,Rizal,Cainta II,403052,Zion Center of Knowledge School,Norristown,RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,7,1,4,9,8,5,4,2,0,5,5,4,0,0,8,6,5,8,5,6,8,6,0,0,0,64,51,115
Region IV-A,Rizal,Cainta II,425609,Brainworks School of Cainta,Lot 8 Block 6 Main St. Vista Verde Country Homes,RIZAL,CAINTA,1st District,SANTO DOMINGO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,4,1,5,2,1,3,3,3,0,3,4,0,0,4,0,1,2,3,0,0,0,0,0,0,21,21,42
Region IV-A,Rizal,Cainta II,425612,Green Gables Academy,"# 40 Yellowbell St., Cainta Greenpark Vill. Cainta Rizal",RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,3,6,4,7,6,2,3,4,3,1,3,0,0,4,6,1,1,2,3,2,0,0,0,0,43,23,66
Region IV-A,Rizal,Cainta II,425615,International Learning Academy,27 Jetta St Viilage East Executive Homes Cainta Rizal,RIZAL,CAINTA,1st District,SANTO NINO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,4,12,16,18,15,12,8,9,8,18,8,0,0,12,10,11,10,5,3,6,11,0,0,0,118,88,206
Region IV-A,Rizal,Cainta II,425648,Scholastica de St. Francis Montessori,"008 Samonte Street, A. Bonifacio Ave.",RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,6,6,9,10,8,7,7,5,3,7,10,4,0,0,6,5,5,5,3,2,4,2,0,0,0,73,55,128
Region IV-A,Rizal,Cainta II,425733,Gofamint Academy,2 Orinda St. Parkplace Executive Village,RIZAL,CAINTA,1st District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,1,0,0,0,0,2,1,1,3,0,0,0,1,2,2,2,1,0,0,1,0,0,0,11,13,24
Region IV-A,Rizal,Cainta II,425806,Marsha Montessori School Inc.,#1229 Valleygolf Subd.,RIZAL,CAINTA,1st District,SAN JUAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,9,11,7,6,4,11,4,12,5,5,11,0,0,3,8,1,1,2,1,2,1,0,0,0,68,68,136
Region IV-A,Rizal,Rodriguez II,425526,"St. Joseph Christian Academy (Macabud), Inc.",Licao-licao,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,MACABUD,Private,Non-Sectarian ,School with no Annexes,ES and JHS,10,16,5,8,6,3,7,10,3,5,10,3,0,0,7,6,4,3,4,5,4,3,0,0,0,76,61,137
Region IV-A,Rizal,Rodriguez II,425695,"Jolly Children Academic Center, Inc.","Blk. 33 Lot 45 1A, Kasiglahan Village",RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,20,15,13,12,10,10,23,16,8,12,12,9,0,0,4,6,3,0,4,5,4,1,0,0,0,120,120,240
Region IV-A,Rizal,Rodriguez II,425724,Frames of Mind School of Montalban,#44 Canlaon St. Amityville Subd.,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,144,130,92,68,64,44,132,97,79,67,59,42,10,1,37,44,26,15,36,18,16,25,0,0,11,812,663,1475
Region IV-A,Rizal,Rodriguez II,425725,Greenfield Academy of Eastwood,P6 B19 L6 Eastwood Residences,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,18,12,15,15,9,12,21,9,7,8,14,0,0,12,8,5,3,7,13,11,7,0,0,0,123,118,241
Region IV-A,Rizal,Rodriguez II,425726,FAITH CHRISTIAN ACADEMY OF RODRIGUEZ RIZAL,B6 L11 Phase I-C Kasiglahan Village,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,10,7,3,8,4,18,6,8,2,6,12,0,0,5,2,2,1,4,4,4,4,0,0,0,60,76,136
Region IV-A,Rizal,Rodriguez II,425728,St. Anthony Learning Institute of Quezon City,Ph5 B7 Eastwood Residences,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,3,2,5,2,6,2,7,5,4,10,7,0,0,5,11,3,3,4,8,4,3,0,0,0,42,54,96
Region IV-A,Rizal,Rodriguez II,425729,St. Nazareth Learning Center of Rodriguez Rizal,B6 L155-159 & L173-174 P4 Centella Homes,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN ISIDRO,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,3,3,6,2,3,5,4,0,2,6,4,0,0,0,0,5,0,0,2,2,0,0,0,0,30,38,68
Region IV-A,Rizal,Rodriguez II,425808,"St. Mary's School of Novaliches, Inc.",Blk 13 L 34 Mulawin St. cor. Narra St. Metro Manila Hills,RIZAL,RODRIGUEZ (MONTALBAN),2nd District,SAN JOSE,Private,Non-Sectarian ,Mother school,ES and JHS,10,8,10,10,6,5,7,7,8,12,11,2,0,0,4,5,2,1,4,1,6,3,0,0,0,69,73,142
Region IV-A,Rizal,Binangonan III,402993,"Sanlex Spirit Of Christ School,Inc.",J. Ynares Corner Carmen Street,RIZAL,BINANGONAN,1st District,SAN CARLOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,8,10,8,6,6,5,9,3,7,9,12,3,0,0,1,3,5,10,4,5,5,4,0,0,0,77,65,142
Region IV-A,Rizal,Binangonan III,403001,Throne of Wisdom Christian Academy Inc.,"#717 Sitio Pedro Cruz Ext., Metropolis Ave.,",RIZAL,BINANGONAN,1st District,PAG-ASA,Private,Non-Sectarian ,School with no Annexes,ES and JHS,2,1,0,1,1,1,1,1,2,0,1,3,0,0,1,1,0,1,0,0,0,0,0,0,0,12,9,21
Region IV-A,Rizal,Binangonan III,403002,"Tres Niños School, Inc.",# 30 Rita St.,RIZAL,BINANGONAN,1st District,SAN CARLOS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,13,10,11,14,14,11,10,20,10,19,18,14,0,0,7,7,12,11,5,7,8,7,0,0,0,118,130,248
Region IV-A,Rizal,Binangonan III,407854,LADDER OF GEMS ACADEMY,296 San Valentin St.,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,School with no Annexes,ES and JHS,9,11,5,8,4,5,4,7,3,3,4,4,0,0,1,4,0,2,2,2,0,1,0,0,0,55,39,94
Region IV-A,Rizal,Binangonan III,425539,SMA School,27 Rebecca Street,RIZAL,BINANGONAN,1st District,TAYUMAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,5,6,2,6,8,5,3,2,5,4,6,6,0,0,1,1,2,2,2,5,2,1,0,0,0,42,39,81
Region IV-A,Rizal,Binangonan III,425563,Philippine Best Training Systems Colleges Inc.,Ph IV-A Blk. 103 Lot 21 Ph 4A Mabuhay Homes,RIZAL,BINANGONAN,1st District,PANTOK,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,3,5,2,1,9,4,3,6,2,1,5,6,0,0,5,5,2,8,7,0,10,5,0,0,0,44,49,93
Region IV-A,Rizal,Binangonan III,425565,Philippine Best Training Systems Colleges Inc.,302 Luklukan St.,RIZAL,BINANGONAN,1st District,TAGPOS,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,3,5,4,4,6,4,8,2,4,0,2,4,0,0,4,1,8,9,7,3,6,4,0,0,0,55,44,99
Region IV-A,Rizal,Jalajala,425680,Our Lady of Mulawin School,JICA Highway,RIZAL,JALA-JALA,2nd District,BAGUMBONG,Private,Non-Sectarian ,School with no Annexes,ES and JHS,12,13,7,4,5,11,5,10,8,10,6,2,0,0,9,7,10,7,10,9,9,7,0,0,0,90,88,178
Region IV-A,Rizal,Jalajala,425757,Lovebell Christian School,22 JICA Highway So. Cambingan,RIZAL,JALA-JALA,2nd District,BAYUGO,Private,Non-Sectarian ,Mother school,ES and JHS,6,3,2,1,5,3,5,3,2,0,3,2,0,0,2,2,2,3,2,3,1,3,0,0,0,36,27,63
Region IV-A,Rizal,Tanay II,403111,Christian Baptist Academy,220 Mabolo st.,RIZAL,TANAY,2nd District,SAMPALOC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Region IV-A,Rizal,Tanay II,425639,Ambassadors of Hope Christian Academy,Lico Bridge,RIZAL,TANAY,2nd District,SAMPALOC,Private,Non-Sectarian ,School with no Annexes,ES and JHS,22,18,20,11,12,13,15,9,17,12,15,3,0,0,19,19,17,21,17,13,16,1,0,0,0,190,141,331
Region IV-A,Rizal,Tanay II,425641,Greenfield Montessori School (Sampaloc Annex),Masanting St.,RIZAL,TANAY,2nd District,SAMPALOC,Private,Non-Sectarian ,Annex or Extension school(s),ES and JHS,2,2,5,7,4,2,5,7,3,4,2,11,0,0,16,16,13,13,13,23,19,18,0,0,0,82,105,187
Region IV-A,Rizal,Tanay II,600043,University of Rizal System - Laboratory School Tanay Campus,J. P. Rizal St.,RIZAL,TANAY,2nd District,SAMPALOC,SUCsLUCs,SUC Managed,School with no Annexes,ES and JHS,11,13,11,10,14,13,9,14,11,13,17,15,0,0,33,35,41,27,30,35,33,37,0,0,0,208,214,422
Region IV-A,Batangas City,Batangas City East District,403156,Divine Child Academy,"P. Panganiban St., Bats. City",BATANGAS,BATANGAS CITY (Capital),2nd District,BARANGAY  3 (POB.),Private,Non-Sectarian ,School with no Annexes,ES and JHS,1,1,4,4,5,10,2,2,6,5,5,9,0,0,20,20,28,22,14,28,28,31,0,0,0,116,134,250
Region IV-A,Batangas City,Batangas City East District,426023,Sunhill Developmental Education,Nazareth Compound,BATANGAS,BATANGAS CITY (Capital),2nd District,GULOD ITAAS,Private,Non-Sectarian ,School with no Annexes,ES and JHS,3,2,5,7,1,0,1,1,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,21,10,31
Region IV-A,Batangas City,Batangas City East District,502605,Gulod Integrated School,GULOD ITAAS,BATANGAS,BATANGAS CITY (Capital),2nd District,GULOD ITAAS,Public,DepED Managed,School with no Annexes,ES and JHS,46,44,54,37,46,53,47,52,58,47,54,54,0,0,40,0,0,0,27,0,0,0,0,0,0,343,378,721
Region IV-A,Batangas City,Batangas City New District,426014,St. Therese of the Child Jesus Multiple Intelligence School,"Pastor Avenue, Pallocan West",BATANGAS,BATANGAS CITY (Capital),2nd District,PALLOCAN KANLURAN,Private,Non-Sectarian ,School with no Annexes,ES and JHS,19,32,30,26,11,27,25,17,18,24,24,31,19,1,15,16,13,10,3,7,11,5,0,0,20,245,186,431
